nome,ida,diff_fase,ponto_virada_encoded,anos_pm,bolsista_encoded,ipv,corraca,ponto_virada,ian,pedra,pedra_encoded,iaa,ips,ieg,ipp,idade,sexo_encoded,fase,inde,sexo,na_fase,ano,cg,cf,ct
ALUNO-327,9.15,0.0,1,0.0,0,8.416665,R,Sim,10.0,Topázio,4,8.500020000000001,7.5,9.0,6.25,8.0,0.0,0,8.538335,M,1,2022,30.0,5.0,1.0
ALUNO-330,8.5,-1.0,0,3.0,0,8.0,R,Não,5.0,Ametista,3,8.000020000000001,7.5,7.9,7.5,10.0,0.0,1,7.680002,M,0,2020,152.0,23.0,1.0
ALUNO-330,6.611111111111112,0.0,0,0.0,0,7.625,R,Não,10.0,Ametista,3,8.33334,7.5,8.575000000000001,8.125,12.0,0.0,3,7.958056222222224,M,1,2022,152.0,23.0,1.0
ALUNO-331,7.3,0.0,1,0.0,0,9.8,R,Sim,10.0,Topázio,4,9.0,7.5,10.0,8.4,8.0,0.0,0,8.923,M,1,2021,26.0,4.0,2.0
ALUNO-331,9.25,0.0,0,1.0,1,8.277783333333332,R,Não,10.0,Topázio,4,9.50002,5.625,10.0,6.041666666666667,9.0,0.0,1,8.622225333333333,M,1,2022,26.0,4.0,2.0
ALUNO-332,10.0,-2.0,0,1.0,0,7.444443333333333,B,Não,5.0,Ametista,3,9.50002,7.5,9.2,7.291666666666667,12.0,1.0,1,8.258057333333333,F,0,2020,12.0,1.0,1.0
ALUNO-332,7.4,-1.0,1,2.0,0,9.8,B,Sim,5.0,Topázio,4,9.0,7.5,9.6,8.3,13.0,1.0,1,8.342,F,0,2021,12.0,1.0,1.0
ALUNO-332,8.75,0.0,0,3.0,0,8.166670000000002,B,Não,10.0,Topázio,4,9.50002,7.5,10.0,6.666666666666666,14.0,1.0,2,8.750002666666667,F,1,2022,12.0,1.0,1.0
ALUNO-333,7.683333333333334,0.0,0,0.0,0,7.33333,R,Não,10.0,Ametista,3,10.00002,5.625,7.132034632034632,5.3125,8.0,0.0,0,7.523491593073594,M,1,2022,301.0,84.0,8.0
ALUNO-334,5.9,0.0,0,0.0,0,8.333335,B,Não,10.0,Ágata,2,0.0,8.125,5.0,5.9375,8.0,1.0,0,6.252917,F,1,2022,695.0,176.0,10.0
ALUNO-336,6.9,-1.0,0,1.0,0,6.9,B,Não,5.0,Ametista,3,9.0,6.3,10.0,7.5,9.0,1.0,0,7.533,F,0,2021,441.0,129.0,6.0
ALUNO-336,6.25,-2.0,0,2.0,0,7.833325,B,Não,5.0,Ametista,3,9.000020000000001,7.5,8.215624531414004,5.625,11.0,1.0,0,7.172291906282801,F,0,2022,441.0,129.0,6.0
ALUNO-337,7.0,1.0,1,4.0,1,9.111113333333332,A,Sim,10.0,Topázio,4,8.33334,10.0,9.9,9.166666666666666,14.0,1.0,5,8.952223333333334,F,0,2020,449.0,12.0,12.0
ALUNO-337,7.3,-1.0,0,5.0,1,8.5,A,Não,5.0,Ametista,3,7.5,7.5,8.1,8.8,15.0,1.0,5,7.661,F,0,2021,449.0,12.0,12.0
ALUNO-337,7.98888888888889,-1.0,1,6.0,1,9.111116666666666,A,Sim,5.0,Ametista,3,0.0,8.125,7.580379978078188,8.75,16.0,1.0,6,7.123577106726749,F,0,2022,449.0,12.0,12.0
ALUNO-340,7.0,-1.0,0,2.0,0,6.888883333333333,B,Não,5.0,Ametista,3,8.33334,7.5,9.4,8.541666666666666,14.0,0.0,3,7.595277333333334,M,0,2020,756.0,47.0,3.0
ALUNO-340,7.0,-2.0,1,3.0,0,9.1,B,Sim,5.0,Ametista,3,8.8,7.5,8.1,8.3,15.0,0.0,3,7.8,M,0,2021,756.0,47.0,3.0
ALUNO-340,2.494444444444444,-1.0,0,4.0,0,6.166670000000001,B,Não,5.0,Quartzo,1,8.33334,7.5,6.073717948717948,6.875,16.0,0.0,5,5.717800478632479,M,0,2022,756.0,47.0,3.0
ALUNO-342,8.0,0.0,0,4.0,1,8.5,B,Não,10.0,Ametista,3,9.000020000000001,5.625,9.2,5.3125,11.0,1.0,2,8.133752000000001,F,1,2020,481.0,61.0,13.0
ALUNO-342,7.6,-1.0,0,5.0,1,8.4,B,Não,5.0,Ametista,3,8.5,7.5,6.7,7.5,12.0,1.0,2,7.392,F,0,2021,481.0,61.0,13.0
ALUNO-342,6.277777777777778,0.0,1,6.0,1,8.458337499999999,B,Sim,10.0,Ágata,2,0.0,4.375,8.825757575757576,8.75,13.0,1.0,3,7.024874570707071,F,1,2022,481.0,61.0,13.0
ALUNO-345,10.0,0.0,0,1.0,0,5.74999,R,Não,10.0,Topázio,4,8.500020000000001,7.5,10.0,7.5,8.0,1.0,0,8.5,F,1,2020,755.0,179.0,17.0
ALUNO-345,4.2,0.0,0,2.0,0,7.3,R,Não,10.0,Ágata,2,9.5,7.5,5.0,7.7,9.0,1.0,1,6.764,F,1,2021,755.0,179.0,17.0
ALUNO-345,1.333333333333333,-1.0,0,3.0,0,6.777776666666666,R,Não,5.0,Quartzo,1,9.000020000000001,7.5,7.041062801932369,5.416666666666667,10.0,1.0,1,5.72210322705314,F,0,2022,755.0,179.0,17.0
ALUNO-347,6.833333333333334,0.0,0,0.0,0,6.999995,B,Não,10.0,Ametista,3,10.00002,5.0,8.571428571428571,4.0625,8.0,1.0,0,7.387203380952382,F,1,2022,366.0,110.0,5.0
ALUNO-348,9.5,-1.0,0,1.0,0,7.83334,R,Não,5.0,Ametista,3,9.50002,6.25,10.0,2.5,9.0,0.0,0,7.79167,M,0,2020,630.0,153.0,13.0
ALUNO-348,6.4,-1.0,0,2.0,0,7.5,R,Não,5.0,Ametista,3,10.0,7.5,8.8,7.7,10.0,0.0,1,7.558,M,0,2021,630.0,153.0,13.0
ALUNO-348,3.666666666666667,-1.0,0,3.0,0,6.94444,R,Não,5.0,Ágata,2,8.500020000000001,7.5,8.815217391304348,6.041666666666667,11.0,0.0,1,6.589433478260871,M,0,2022,630.0,153.0,13.0
ALUNO-350,9.066666666666666,0.0,1,0.0,0,8.41667,R,Sim,10.0,Topázio,4,9.50002,7.5,8.608324043106652,5.625,8.0,1.0,0,8.480834141954665,F,1,2022,37.0,8.0,2.0
ALUNO-351,7.75,0.0,0,0.0,0,7.833336666666667,B,Não,10.0,Topázio,4,8.000020000000001,5.0,10.0,6.458333333333334,11.0,0.0,2,8.062502666666667,M,1,2022,129.0,17.0,3.0
ALUNO-352,3.5,0.0,0,0.0,0,5.7,B,Não,10.0,Ágata,2,7.5,7.5,3.6,7.2,14.0,1.0,4,5.783,F,1,2021,623.0,56.0,12.0
ALUNO-352,4.666666666666667,-1.0,0,1.0,0,7.3749975,B,Não,5.0,Ágata,2,8.75001,7.5,6.7748840426859,7.1875,15.0,1.0,4,6.607060641870514,F,0,2022,623.0,56.0,12.0
ALUNO-356,7.916666666666666,-1.0,0,0.0,0,6.916665,R,Não,5.0,Ágata,2,10.00002,4.375,5.833333333333334,5.3125,9.0,0.0,0,6.602085000000001,M,0,2022,626.0,169.0,9.0
ALUNO-357,5.9,0.0,0,0.0,0,6.6,R,Não,10.0,Ágata,2,8.3,7.5,5.3,7.3,13.0,1.0,3,6.854,F,1,2021,666.0,88.0,14.0
ALUNO-357,5.111111111111111,-1.0,0,1.0,0,6.4166575,R,Não,5.0,Ágata,2,9.16668,7.5,5.694444444444445,7.5,14.0,1.0,3,6.361110611111111,F,0,2022,666.0,88.0,14.0
ALUNO-358,3.5,-1.0,0,0.0,0,6.33333,R,Não,5.0,Ágata,2,7.91667,5.0,8.333333333333334,6.875,18.0,1.0,7,6.112499666666667,F,0,2022,706.0,14.0,8.0
ALUNO-359,7.0,0.0,0,1.0,0,7.722219999999999,B,Não,10.0,Ametista,3,8.500020000000001,7.5,9.3,7.708333333333334,10.0,0.0,2,8.175279333333334,M,1,2020,162.0,26.0,1.0
ALUNO-359,8.0,-1.0,1,2.0,0,9.1,B,Sim,5.0,Ametista,3,8.0,7.5,5.0,8.5,11.0,0.0,2,7.326,M,0,2021,162.0,26.0,1.0
ALUNO-359,6.944444444444444,0.0,0,3.0,0,7.9166675,B,Não,10.0,Ametista,3,8.33334,7.5,7.709305944600063,8.28125,12.0,0.0,3,7.925542577808901,M,1,2022,162.0,26.0,1.0
ALUNO-360,3.833333333333333,0.0,0,0.0,0,5.95833,R,Não,10.0,Quartzo,1,6.66667,5.625,5.083333333333334,7.34375,13.0,0.0,3,5.938541333333333,M,1,2022,734.0,106.0,3.0
ALUNO-362,6.111111111111112,0.0,0,0.0,0,8.041667499999999,R,Não,10.0,Ametista,3,7.5,7.5,9.171099744245524,8.28125,13.0,0.0,3,7.992900671071327,M,1,2022,145.0,22.0,5.0
ALUNO-363,6.5,0.0,0,0.0,0,8.7,R,Não,10.0,Ametista,3,10.0,7.5,8.3,7.8,8.0,1.0,0,8.231,F,1,2021,348.0,102.0,3.0
ALUNO-363,7.833333333333334,-1.0,0,1.0,0,7.249995,R,Não,5.0,Ametista,3,10.00002,7.5,8.737179487179487,4.0625,9.0,1.0,0,7.420353564102564,F,0,2022,348.0,102.0,3.0
ALUNO-364,7.5,0.0,0,1.0,0,7.166665,R,Não,10.0,Ametista,3,9.000020000000001,4.375,9.9,5.625,9.0,0.0,1,7.813335,M,1,2020,683.0,126.0,12.0
ALUNO-364,4.7,0.0,0,2.0,0,8.6,R,Não,10.0,Ágata,2,0.0,4.4,7.5,7.1,10.0,0.0,2,6.306,M,1,2021,683.0,126.0,12.0
ALUNO-364,5.0,0.0,0,3.0,0,5.77778,R,Não,10.0,Ágata,2,7.416679999999999,4.375,6.869488536155202,6.041666666666667,11.0,0.0,2,6.312788373897707,M,1,2022,683.0,126.0,12.0
ALUNO-365,6.666666666666667,0.0,1,3.0,1,9.125005000000002,B,Sim,10.0,Ametista,3,9.58335,5.0,9.6,8.59375,15.0,1.0,5,8.396044333333334,F,1,2020,731.0,15.0,7.0
ALUNO-365,6.5,0.0,0,4.0,1,7.9,B,Não,10.0,Ametista,3,9.2,5.0,6.9,6.9,16.0,1.0,6,7.376,F,1,2021,731.0,15.0,7.0
ALUNO-365,5.011111111111111,0.0,0,5.0,1,5.277776666666666,B,Não,10.0,Quartzo,1,8.75001,5.625,4.46764705882353,5.625,17.0,1.0,7,5.951307967320262,F,1,2022,731.0,15.0,7.0
ALUNO-366,3.055555555555556,-1.0,0,0.0,0,5.8749925,B,Não,5.0,Quartzo,1,5.41666,6.25,6.851190476190476,7.34375,14.0,0.0,3,5.557388706349206,M,0,2022,781.0,116.0,14.0
ALUNO-369,5.0,-2.0,0,0.0,0,6.499995,B,Não,5.0,Ágata,2,8.75001,7.5,7.605800653594771,5.416666666666667,17.0,1.0,5,6.487826797385621,F,0,2022,645.0,39.0,13.0
ALUNO-370,6.5,0.0,1,1.0,0,9.166669999999998,R,Sim,10.0,Topázio,4,8.75001,7.5,9.9,8.75,13.0,0.0,3,8.613335,M,1,2020,237.0,20.0,4.0
ALUNO-370,9.1,-1.0,0,2.0,0,8.9,R,Não,5.0,Ametista,3,7.9,6.3,8.9,9.0,14.0,0.0,3,8.196,M,0,2021,237.0,20.0,4.0
ALUNO-370,8.555555555555555,-1.0,1,3.0,0,8.5833375,R,Sim,5.0,Ametista,3,8.33334,5.625,7.780032467532467,8.125,15.0,0.0,4,7.692119104617605,M,0,2022,237.0,20.0,4.0
ALUNO-373,5.666666666666667,-1.0,0,3.0,0,6.6666625,R,Não,5.0,Ágata,2,8.75001,5.625,5.0,8.125,14.0,1.0,3,6.216666833333334,F,0,2020,757.0,48.0,4.0
ALUNO-373,1.5,-1.0,0,4.0,0,4.2,R,Não,5.0,Quartzo,1,9.2,5.6,4.4,7.2,15.0,1.0,4,4.712,F,0,2021,757.0,48.0,4.0
ALUNO-373,2.911111111111111,-1.0,0,5.0,0,6.111106666666666,R,Não,5.0,Quartzo,1,8.75001,5.0,6.646998834498834,7.03125,16.0,1.0,5,5.711969322455323,F,0,2022,757.0,48.0,4.0
ALUNO-375,9.5,0.0,1,4.0,1,9.58334,R,Sim,10.0,Topázio,4,9.000020000000001,7.5,9.5,9.6875,10.0,1.0,2,9.33542,F,1,2020,95.0,16.0,2.0
ALUNO-375,8.1,0.0,0,5.0,1,8.9,R,Não,10.0,Topázio,4,9.5,7.5,10.0,7.5,11.0,1.0,2,8.858,F,1,2021,95.0,16.0,2.0
ALUNO-375,6.688888888888887,0.0,1,6.0,1,8.5,R,Sim,10.0,Topázio,4,9.16668,5.625,8.893762183235868,8.59375,12.0,1.0,3,8.155073214424952,F,1,2022,95.0,16.0,2.0
ALUNO-377,6.0,1.0,0,3.0,1,8.111106666666666,R,Não,10.0,Ametista,3,9.58335,4.375,6.7,8.541666666666666,11.0,0.0,3,7.412223000000001,M,0,2020,510.0,65.0,11.0
ALUNO-377,4.2,0.0,0,4.0,1,7.9,R,Não,10.0,Ametista,3,8.8,5.6,7.5,7.5,12.0,0.0,3,7.11,M,1,2021,510.0,65.0,11.0
ALUNO-377,4.722222222222222,0.0,0,5.0,1,7.04166,R,Não,10.0,Ágata,2,7.08333,5.0,8.08025308025308,7.65625,13.0,0.0,3,6.94278506049506,M,1,2022,510.0,65.0,11.0
ALUNO-378,7.0,0.0,0,4.0,1,8.25,R,Não,10.0,Ametista,3,7.91667,3.75,9.7,8.125,15.0,0.0,5,7.969167,M,1,2020,344.0,6.0,2.0
ALUNO-378,7.7,0.0,0,5.0,1,7.3,R,Não,10.0,Ametista,3,6.7,4.4,7.8,7.8,16.0,0.0,6,7.441,M,1,2021,344.0,6.0,2.0
ALUNO-378,5.188888888888889,0.0,0,6.0,1,7.388886666666666,R,Não,10.0,Ametista,3,7.91667,5.625,8.648039215686275,8.28125,17.0,0.0,7,7.427454954248366,M,1,2022,344.0,6.0,2.0
ALUNO-381,8.5,-1.0,0,1.0,0,4.16667,B,Não,5.0,Ágata,2,9.50002,2.5,9.8,2.5,9.0,0.0,0,6.443336,M,0,2020,503.0,144.0,6.0
ALUNO-381,6.1,-2.0,0,2.0,0,6.6,B,Não,5.0,Ametista,3,9.5,6.3,8.3,7.8,10.0,0.0,0,7.052,M,0,2021,503.0,144.0,6.0
ALUNO-381,8.0,-2.0,0,3.0,0,7.25,B,Não,5.0,Ágata,2,9.000020000000001,5.625,6.891025641025642,5.625,11.0,0.0,0,6.953207128205129,M,0,2022,503.0,144.0,6.0
ALUNO-386,4.916666666666666,-1.0,0,0.0,0,7.91666,R,Não,5.0,Ágata,2,8.500020000000001,4.375,8.69551282051282,5.625,9.0,1.0,0,6.655769897435897,F,0,2022,604.0,166.0,9.0
ALUNO-387,6.0,-1.0,0,2.0,0,7.222216666666665,B,Não,5.0,Ágata,2,9.000020000000001,4.375,5.6,6.875,13.0,0.0,2,6.289445333333333,M,0,2020,814.0,73.0,9.0
ALUNO-387,6.6,-1.0,0,3.0,0,5.9,B,Não,5.0,Ágata,2,7.9,5.0,5.8,7.3,14.0,0.0,3,6.19,M,0,2021,814.0,73.0,9.0
ALUNO-387,3.222222222222222,-1.0,0,4.0,0,4.79166,B,Não,5.0,Quartzo,1,7.5,6.25,5.126395534290271,6.5625,15.0,0.0,4,5.159305551302499,M,0,2022,814.0,73.0,9.0
ALUNO-388,5.5,-1.0,0,2.0,0,7.222216666666665,R,Não,5.0,Ágata,2,8.000020000000001,7.5,8.8,6.875,12.0,1.0,2,7.0419453333333335,F,0,2020,651.0,116.0,11.0
ALUNO-388,3.8,-1.0,0,3.0,0,7.7,R,Não,5.0,Ágata,2,9.5,7.5,3.8,7.5,13.0,1.0,2,6.007,F,0,2021,651.0,116.0,11.0
ALUNO-388,2.5,-2.0,0,4.0,0,7.055553333333332,R,Não,5.0,Ágata,2,9.50002,7.5,8.756613756613756,5.833333333333334,14.0,1.0,2,6.445768751322752,F,0,2022,651.0,116.0,11.0
ALUNO-391,9.0,-1.0,1,0.0,0,9.16667,P,Sim,5.0,Ametista,3,9.50002,5.625,9.245857699805068,5.625,9.0,1.0,0,8.057507539961014,F,0,2022,131.0,37.0,1.0
ALUNO-392,5.666666666666667,0.0,0,0.0,0,7.499995,P,Não,10.0,Ametista,3,8.500020000000001,5.625,8.094541910331383,5.625,8.0,1.0,0,7.22724271539961,F,1,2022,417.0,124.0,6.0
ALUNO-394,6.333333333333333,-1.0,0,4.0,1,6.166665,B,Não,5.0,Quartzo,1,7.5,5.0,5.3,6.25,15.0,1.0,4,5.934999666666666,F,0,2020,468.0,38.0,9.0
ALUNO-394,5.2,-2.0,0,5.0,1,6.7,B,Não,5.0,Ágata,2,7.1,6.9,5.3,7.2,16.0,1.0,4,6.053,F,0,2021,468.0,38.0,9.0
ALUNO-394,7.266666666666666,-3.0,0,6.0,1,7.7916675,B,Não,2.5,Ametista,3,7.5,5.0,8.895292207792206,7.65625,17.0,1.0,4,7.056350274891774,F,0,2022,468.0,38.0,9.0
ALUNO-395,2.777777777777777,-3.0,0,2.0,0,5.7499925,B,Não,2.5,Quartzo,1,9.16668,7.5,4.077797202797203,6.25,16.0,0.0,3,5.062781496114996,M,0,2022,817.0,126.0,5.0
ALUNO-396,8.0,-1.0,0,1.0,0,6.11111,R,Não,5.0,Ametista,3,7.5,7.5,9.1,8.125,15.0,0.0,4,7.454722,M,0,2020,698.0,14.0,14.0
ALUNO-396,7.2,-1.0,0,2.0,0,8.7,R,Não,5.0,Ametista,3,7.9,7.5,8.1,7.7,16.0,0.0,5,7.593,M,0,2021,698.0,14.0,14.0
ALUNO-396,4.988888888888888,-1.0,0,3.0,0,6.333329999999999,R,Não,5.0,Ágata,2,7.91667,7.5,6.083816678845451,7.1875,17.0,0.0,6,6.241624113546868,M,0,2022,698.0,14.0,14.0
ALUNO-398,5.566666666666667,0.0,0,0.0,0,7.999995,B,Não,10.0,Ágata,2,9.50002,5.625,5.87121212121212,5.3125,8.0,1.0,0,6.931326757575758,F,1,2022,512.0,146.0,6.0
ALUNO-402,5.25,0.0,0,0.0,0,6.999995,B,Não,10.0,Ametista,3,8.000020000000001,7.5,7.669227535068609,5.625,8.0,1.0,0,7.096346507013722,F,1,2022,457.0,133.0,4.0
ALUNO-403,6.4,0.0,0,0.0,0,8.5,R,Não,10.0,Ametista,3,9.2,7.5,7.2,7.9,13.0,0.0,3,7.878,M,1,2021,775.0,70.0,12.0
ALUNO-403,3.944444444444445,0.0,0,1.0,0,6.95833,R,Não,10.0,Quartzo,1,0.0,6.25,5.284743991640544,7.34375,14.0,0.0,4,5.596878687216997,M,1,2022,775.0,70.0,12.0
ALUNO-404,6.666666666666667,0.0,0,4.0,1,8.5416725,R,Não,10.0,Ametista,3,10.00002,4.375,9.9,8.59375,13.0,1.0,3,8.318544833333334,F,1,2020,6.0,4.0,3.0
ALUNO-404,7.4,0.0,0,5.0,1,8.3,R,Não,10.0,Topázio,4,8.8,7.5,9.2,8.9,14.0,1.0,4,8.499,F,1,2021,6.0,4.0,3.0
ALUNO-404,8.511111111111111,0.0,1,6.0,1,9.0833375,R,Sim,10.0,Topázio,4,8.33334,8.125,9.660633484162895,8.4375,15.0,1.0,5,8.940600419054803,F,1,2022,6.0,4.0,3.0
ALUNO-405,6.0,0.0,0,0.0,0,7.8,A,Não,10.0,Ametista,3,8.5,7.5,8.3,7.5,8.0,1.0,0,7.767,F,1,2021,483.0,126.0,10.0
ALUNO-405,3.916666666666667,0.0,0,1.0,0,6.833326666666667,A,Não,10.0,Ágata,2,8.500020000000001,7.5,8.38903743315508,5.833333333333334,9.0,1.0,1,7.011141486631016,F,1,2022,483.0,126.0,10.0
ALUNO-406,9.5,-1.0,0,2.0,0,7.25,R,Não,5.0,Ametista,3,9.000020000000001,7.5,8.8,7.1875,10.0,0.0,1,7.978752000000001,M,0,2020,199.0,47.0,3.0
ALUNO-406,6.4,-1.0,0,3.0,0,5.4,R,Não,5.0,Ágata,2,9.0,6.9,8.3,7.5,11.0,0.0,1,6.868,M,0,2021,199.0,47.0,3.0
ALUNO-406,9.166666666666668,-2.0,0,4.0,0,7.833336666666667,R,Não,5.0,Ametista,3,9.000020000000001,7.5,8.166666666666666,6.25,12.0,0.0,1,7.808336000000001,M,0,2022,199.0,47.0,3.0
ALUNO-407,7.666666666666667,0.0,1,2.0,1,9.166675,B,Sim,10.0,Ametista,3,5.83333,5.0,9.9,8.59375,13.0,1.0,3,8.289376333333333,F,1,2020,7.0,5.0,4.0
ALUNO-407,6.6,0.0,1,3.0,1,9.4,B,Sim,10.0,Topázio,4,8.3,7.5,8.9,9.2,14.0,1.0,4,8.475,F,1,2021,7.0,5.0,4.0
ALUNO-407,7.722222222222222,0.0,1,4.0,1,9.583340000000002,B,Sim,10.0,Topázio,4,8.33334,8.125,9.615384615384617,8.90625,15.0,1.0,5,8.920648367521368,F,1,2022,7.0,5.0,4.0
ALUNO-409,5.5,-1.0,0,0.0,0,7.111113333333333,B,Não,5.0,Ágata,2,5.75,5.0,8.393939393939394,6.041666666666666,13.0,1.0,2,6.380177212121212,F,0,2022,664.0,121.0,12.0
ALUNO-410,5.366666666666667,-1.0,0,0.0,0,6.583325,B,Não,5.0,Quartzo,1,0.0,7.5,5.132275132275131,5.3125,9.0,0.0,0,5.19770335978836,M,0,2022,811.0,188.0,7.0
ALUNO-411,4.166666666666667,0.0,0,0.0,0,7.41666,B,Não,10.0,Ametista,3,9.000020000000001,7.5,9.380844645550528,5.625,8.0,1.0,0,7.405336262443439,F,1,2022,359.0,108.0,7.0
ALUNO-412,5.75,0.0,0,0.0,0,7.055549999999999,B,Não,10.0,Ametista,3,9.50002,7.5,9.393939393939394,6.041666666666667,9.0,0.0,1,7.744066545454546,M,1,2022,219.0,57.0,4.0
ALUNO-413,3.25,-1.0,0,0.0,0,7.555556666666667,R,Não,5.0,Ágata,2,8.500020000000001,7.5,9.696969696969695,6.25,13.0,0.0,2,6.825507272727274,M,0,2022,546.0,85.0,6.0
ALUNO-415,3.666666666666667,-4.0,0,0.0,0,6.7083275,B,Não,2.5,Ágata,2,7.91667,7.5,8.72737556561086,7.03125,18.0,0.0,4,6.315265946455505,M,0,2022,681.0,61.0,11.0
ALUNO-416,7.0,-1.0,0,2.0,0,8.22222,B,Não,5.0,Ametista,3,9.000020000000001,6.25,9.7,7.708333333333334,13.0,1.0,2,7.780279333333334,F,0,2020,482.0,62.0,4.0
ALUNO-416,6.9,-2.0,0,3.0,0,8.2,B,Não,5.0,Ametista,3,9.0,4.4,8.8,7.3,14.0,1.0,2,7.349,F,0,2021,482.0,62.0,4.0
ALUNO-416,6.288888888888889,-2.0,0,4.0,0,6.6249925,B,Não,5.0,Ágata,2,10.00002,5.625,8.132297717537991,7.5,15.0,1.0,3,7.021737821285376,F,0,2022,482.0,62.0,4.0
ALUNO-417,6.75,0.0,0,0.0,0,6.833326666666667,R,Não,10.0,Ametista,3,8.500020000000001,7.5,8.005698005698004,5.625,9.0,1.0,1,7.480306934472935,F,1,2022,322.0,83.0,6.0
ALUNO-418,5.416666666666667,-2.0,0,0.0,0,6.999995,B,Não,5.0,Ágata,2,9.000020000000001,5.625,8.491715399610136,5.625,11.0,1.0,0,6.706677413255361,F,0,2022,589.0,162.0,12.0
ALUNO-419,5.166666666666667,-2.0,0,0.0,0,6.8333275,R,Não,5.0,Ametista,3,10.00002,7.5,8.256563479623825,7.5,16.0,1.0,4,7.051313529258098,F,0,2022,470.0,39.0,9.0
ALUNO-420,9.083333333333334,-1.0,1,0.0,0,8.55556,B,Sim,5.0,Topázio,4,9.50002,7.5,9.233954451345756,6.25,11.0,1.0,1,8.199571556935819,F,0,2022,85.0,19.0,2.0
ALUNO-421,7.666666666666667,-2.0,0,2.0,0,7.2500025,R,Não,5.0,Ágata,2,9.58335,7.5,5.9,7.65625,15.0,0.0,3,7.137293833333334,M,0,2020,777.0,51.0,9.0
ALUNO-421,5.8,-2.0,0,3.0,0,6.9,R,Não,5.0,Ágata,2,9.2,7.5,5.8,7.7,16.0,0.0,4,6.624,M,0,2021,777.0,51.0,9.0
ALUNO-421,5.611111111111111,-2.0,0,4.0,0,4.37499,R,Não,5.0,Quartzo,1,9.16668,5.0,6.14606227106227,4.375,17.0,0.0,5,5.580600676434676,M,0,2022,777.0,51.0,9.0
ALUNO-422,7.2,-2.0,0,0.0,0,7.7,P,Não,5.0,Ametista,3,9.0,7.5,10.0,8.4,11.0,1.0,0,7.965,F,0,2021,260.0,67.0,6.0
ALUNO-422,7.083333333333334,-1.0,0,1.0,0,8.083335,P,Não,5.0,Ametista,3,9.50002,7.5,9.18837803320562,5.625,11.0,1.0,1,7.633511273307791,F,0,2022,260.0,67.0,6.0
ALUNO-424,9.0,-2.0,0,3.0,0,7.416665,B,Não,5.0,Ametista,3,9.000020000000001,7.5,8.8,7.1875,12.0,1.0,1,7.912085,F,0,2020,561.0,88.0,5.0
ALUNO-424,4.5,-1.0,0,4.0,0,6.1,B,Não,5.0,Ágata,2,9.0,7.5,5.0,7.3,13.0,1.0,2,5.99,F,0,2021,561.0,88.0,5.0
ALUNO-424,5.416666666666666,-2.0,0,5.0,0,7.333336666666667,B,Não,5.0,Ágata,2,9.000020000000001,6.25,7.677655677655677,6.666666666666666,14.0,1.0,2,6.77720046886447,F,0,2022,561.0,88.0,5.0
ALUNO-425,7.333333333333333,0.0,0,1.0,0,5.666656666666667,R,Não,10.0,Ágata,2,8.75001,7.5,6.2,6.666666666666667,13.0,1.0,3,7.131665666666668,F,1,2020,646.0,59.0,13.0
ALUNO-425,5.5,-1.0,0,2.0,0,6.9,R,Não,5.0,Ágata,2,9.2,7.5,6.4,7.1,14.0,1.0,3,6.642,F,0,2021,646.0,59.0,13.0
ALUNO-425,4.611111111111112,-1.0,0,3.0,0,6.6666625,R,Não,5.0,Ágata,2,10.00002,7.5,6.345970206264323,7.03125,15.0,1.0,4,6.477875763475088,F,0,2022,646.0,59.0,13.0
ALUNO-427,9.516666666666667,0.0,0,0.0,0,8.08334,B,Não,10.0,Topázio,4,9.50002,6.875,9.22829183698749,5.625,8.0,1.0,0,8.565661700730832,F,1,2022,29.0,4.0,1.0
ALUNO-428,7.833333333333334,-1.0,0,0.0,0,7.91667,R,Não,5.0,Ametista,3,9.000020000000001,7.5,8.337844611528823,6.25,11.0,1.0,1,7.592571588972432,F,0,2022,274.0,72.0,4.0
ALUNO-429,5.75,-1.0,0,0.0,0,7.5,R,Não,5.0,Ágata,2,8.000020000000001,7.5,7.749881291547958,6.041666666666667,13.0,1.0,2,6.854144924976259,F,0,2022,537.0,83.0,9.0
ALUNO-430,6.333333333333334,-2.0,0,0.0,0,7.666665,B,Não,5.0,Ametista,3,8.000020000000001,7.5,8.34008097165992,5.3125,11.0,1.0,0,7.049267860998651,F,0,2022,472.0,135.0,5.0
ALUNO-432,2.6,-2.0,0,1.0,0,4.8,B,Não,5.0,Quartzo,1,9.0,5.0,6.7,2.5,11.0,1.0,0,4.946,F,0,2021,826.0,189.0,11.0
ALUNO-432,3.75,-1.0,0,2.0,0,3.750005,B,Não,5.0,Quartzo,1,6.91668,5.0,7.222222222222223,3.125,11.0,1.0,1,4.948613444444445,F,0,2022,826.0,189.0,11.0
ALUNO-433,7.5,0.0,1,0.0,0,8.444443333333334,B,Sim,10.0,Topázio,4,7.00002,7.5,10.0,6.25,11.0,1.0,2,8.263890666666667,F,1,2022,69.0,7.0,1.0
ALUNO-434,6.055555555555556,-1.0,1,0.0,0,8.38889,B,Sim,5.0,Ametista,3,10.00002,6.875,10.0,8.125,14.0,1.0,3,7.888891111111111,F,0,2022,174.0,28.0,2.0
ALUNO-436,6.3,-1.0,0,0.0,0,8.4,R,Não,5.0,Ametista,3,9.5,7.5,8.8,8.5,13.0,1.0,2,7.743,F,0,2021,690.0,127.0,10.0
