fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca
3.0,M,Escola Pública,Ingressante,Ágata,6.376,7.5,4.4,7.5,6.5,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.0,10.0,Nível 3 (7o e 8o ano),0.0,M,B
1.0,E,Escola Pública,Ingressante,Quartzo,3.638,0.0,1.7,6.9,0.4,7.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.7,5.0,Nível 3 (7o e 8o ano),-2.0,M,R
0.0,N,Escola Pública,Ingressante,Ametista,7.129,9.5,8.3,0.0,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.0,10.0,ALFA  (2o e 3o ano),0.0,M,B
2.0,A,Escola Pública,Veterano,Ametista,7.383,10.0,5.8,7.5,5.6,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.2,10.0,Nível 1 (4o ano),1.0,M,P
4.0,L,Escola Pública,Ingressante,Ametista,7.906,8.8,5.8,7.5,8.4,7.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não,8.3,10.0,Nível 4 (9o ano),0.0,F,R
4.0,G,Rede Decisão,Ingressante,Ametista,7.634,7.5,8.6,6.3,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.5,5.0,Nível 6 (2o EM),-2.0,F,B
4.0,F,Escola Pública,Ingressante,Ametista,7.264,7.9,8.6,5.6,6.0,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.4,5.0,Nível 6 (2o EM),-2.0,F,B
3.0,G,Escola Pública,Ingressante,Quartzo,5.047,7.1,3.3,7.5,4.0,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 4 (9o ano),-1.0,F,P
3.0,A,Rede Decisão,Veterano,Ametista,7.547,9.2,7.8,6.3,5.5,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.8,10.0,Nível 3 (7o e 8o ano),0.0,M,R
4.0,F,Rede Decisão,Veterano,Ametista,7.961,9.2,8.9,5.0,8.1,8.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.9,5.0,Nível 5 (1o EM),-1.0,F,B
2.0,I,Escola Pública,Veterano,Ametista,7.261,6.8,7.9,6.9,4.6,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B
2.0,N,Rede Decisão,Veterano,Topázio,9.107,10.0,10.0,7.5,9.5,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9.9,5.0,Nível 3 (7o e 8o ano),-1.0,M,B
3.0,M,Escola Pública,Veterano,Ágata,5.774,7.1,5.6,7.5,4.1,6.9,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,6.0,5.0,Nível 4 (9o ano),-1.0,M,B
7.0,A,Rede Decisão,Veterano,Ametista,7.584,7.1,8.6,7.5,8.0,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.4,5.0,Nível 8 (Universitários),-1.0,M,B
4.0,E,Escola Pública,Veterano,Topázio,8.292,8.8,9.2,7.5,8.2,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Sim,9.1,5.0,Nível 5 (1o EM),-1.0,F,P
3.0,C,Escola Pública,Veterano,Ágata,6.497,8.8,5.8,7.5,5.0,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 4 (9o ano),-1.0,F,B
5.0,B,Escola Pública,Ingressante,Ágata,6.545,7.5,6.1,7.5,5.5,7.8,Promovido de Fase + Bolsa,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.2,5.0,Nível 7 (3o EM),-2.0,F,R
2.0,P,Escola Pública,Veterano,Ametista,6.969,7.4,5.0,7.5,6.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 4 (9o ano),-2.0,F,B
0.0,O,Escola Pública,Ingressante,Ametista,7.154,8.5,10.0,3.8,6.3,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.1,5.0,Nível 1 (4o ano),-1.0,F,R
3.0,A,Escola Pública,Ingressante,Ametista,7.775,9.6,7.2,7.5,6.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,10.0,Nível 3 (7o e 8o ano),0.0,M,B
5.0,L,Escola Pública,Ingressante,Ametista,8.181,9.6,8.1,7.5,8.9,8.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,8.6,5.0,Nível 6 (2o EM),-1.0,F,R
0.0,P,Escola Pública,Veterano,Ágata,5.825,9.0,4.2,7.5,5.4,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.3,5.0,Nível 2 (5o e 6o ano),-2.0,M,B
1.0,G,Escola Pública,Veterano,Ametista,7.318,8.0,8.8,7.5,5.8,8.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,R
3.0,L,Escola Pública,Ingressante,Ágata,5.931,0.0,5.3,7.5,7.8,7.9,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,6.3,5.0,Nível 4 (9o ano),-1.0,F,B
0.0,R,Escola Pública,Ingressante,Topázio,9.048,9.5,10.0,7.5,7.7,8.4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Sim,9.8,10.0,ALFA  (2o e 3o ano),0.0,F,B
4.0,A,Escola Pública,Ingressante,Ágata,6.730,8.8,5.3,5.6,6.5,7.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,6.2,10.0,Nível 4 (9o ano),0.0,M,P
0.0,R,Escola Pública,Ingressante,Ametista,7.629,7.5,6.7,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.2,10.0,ALFA  (2o e 3o ano),0.0,F,R
5.0,L,Rede Decisão,Veterano,Ametista,8.014,8.8,8.3,7.5,8.6,8.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.4,5.0,Nível 6 (2o EM),-1.0,F,B
4.0,A,Escola Pública,Ingressante,Ametista,7.130,7.9,5.8,7.5,5.8,8.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,7.4,10.0,Nível 4 (9o ano),0.0,F,B
3.0,L,Escola Pública,Veterano,Ágata,6.458,7.9,6.1,3.8,6.9,5.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.1,5.0,Nível 5 (1o EM),-2.0,F,B
0.0,S,Escola Pública,Ingressante,Ágata,6.571,9.0,5.0,7.5,6.2,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.2,5.0,Nível 1 (4o ano),-1.0,F,B
3.0,F,Escola Pública,Veterano,Ametista,7.765,7.9,8.6,7.5,7.2,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,5.0,Nível 4 (9o ano),-1.0,M,R
2.0,E,Escola Pública,Veterano,Quartzo,3.979,0.0,2.1,6.9,3.5,5.4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 4 (9o ano),-2.0,F,P
2.0,G,Escola Pública,Veterano,Ágata,6.294,10.0,6.3,7.5,1.8,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,10.0,Nível 2 (5o e 6o ano),0.0,M,B
1.0,M,Escola Pública,Veterano,Ametista,8.104,9.5,9.6,7.5,6.9,8.1,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.0,5.0,Nível 3 (7o e 8o ano),-2.0,F,P
1.0,E,Escola Pública,Veterano,Quartzo,4.275,9.5,1.3,8.1,0.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,F,Rede Decisão,Veterano,Topázio,9.025,8.8,8.9,6.3,9.2,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.9,10.0,Nível 3 (7o e 8o ano),0.0,F,P
6.0,C,Rede Decisão,Veterano,Ágata,6.775,8.3,7.2,3.8,6.0,6.7,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.3,10.0,Nível 6 (2o EM),0.0,F,R
1.0,J,Escola Pública,Veterano,Ágata,5.915,8.0,6.3,7.5,2.2,8.4,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.7,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
5.0,B,Rede Decisão,Veterano,Ametista,8.003,9.2,6.9,8.1,8.5,8.4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.3,5.0,Nível 6 (2o EM),-1.0,M,B
1.0,F,Escola Pública,Veterano,Ametista,7.961,9.0,9.6,5.6,7.6,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
0.0,L,Escola Pública,Ingressante,Ametista,7.006,7.4,8.3,7.5,4.4,6.6,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,10.0,ALFA  (2o e 3o ano),0.0,M,B
1.0,B,Escola Pública,Ingressante,Ametista,7.614,8.5,9.2,7.5,6.4,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
2.0,M,Escola Pública,Veterano,Ametista,7.554,8.5,8.8,7.5,6.1,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
3.0,A,Rede Decisão,Ingressante,Quartzo,4.615,7.5,2.5,4.4,1.9,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,4.2,10.0,Nível 3 (7o e 8o ano),0.0,M,B
3.0,B,Escola Pública,Veterano,Topázio,8.322,9.2,8.6,7.5,7.4,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.3,10.0,Nível 3 (7o e 8o ano),0.0,F,B
7.0,A,Escola Pública,Ingressante,Ametista,7.892,9.2,6.9,7.5,6.1,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,9.0,10.0,ERRO,0.0,F,P
7.0,A,Rede Decisão,Veterano,Ametista,8.040,8.3,8.3,7.5,7.8,7.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.3,10.0,Nível 7 (3o EM),0.0,M,B
2.0,J,Escola Pública,Veterano,Quartzo,4.814,9.5,3.3,5.0,2.4,6.7,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
0.0,S,Escola Pública,Ingressante,Ametista,7.025,8.5,8.3,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.7,5.0,Nível 1 (4o ano),-1.0,M,B
7.0,A,Rede Decisão,Veterano,Ametista,7.031,7.1,6.1,5.6,6.5,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.1,10.0,Nível 7 (3o EM),0.0,F,R
1.0,G,Escola Pública,Ingressante,Topázio,8.797,10.0,9.6,7.5,6.9,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Sim,9.6,10.0,Nível 1 (4o ano),0.0,F,R
2.0,A,Escola Pública,Veterano,Ametista,8.040,8.5,9.2,7.5,5.5,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.9,10.0,Nível 2 (5o e 6o ano),0.0,F,B
0.0,T,Escola Pública,Ingressante,Topázio,8.871,8.5,10.0,7.5,7.6,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,M,R
0.0,L,Escola Pública,Ingressante,Topázio,8.250,8.0,10.0,7.5,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.0,10.0,ALFA  (2o e 3o ano),0.0,M,R
0.0,L,Escola Pública,Ingressante,Ágata,6.748,8.4,6.7,7.5,4.8,6.6,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.1,10.0,ALFA  (2o e 3o ano),0.0,F,R
1.0,G,Escola Pública,Ingressante,Ágata,5.703,9.0,4.2,6.3,3.3,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
1.0,M,Escola Pública,Ingressante,Ametista,7.496,10.0,10.0,7.5,3.0,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
1.0,B,Escola Pública,Ingressante,Ametista,7.401,9.5,10.0,2.5,6.3,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
3.0,A,Rede Decisão,Veterano,Ametista,8.181,8.8,8.6,7.5,7.6,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.5,5.0,Nível 4 (9o ano),-1.0,M,R
5.0,B,Rede Decisão,Veterano,Ametista,8.201,7.9,7.5,7.5,7.9,8.6,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,8.6,10.0,Nível 4 (9o ano),1.0,M,P
2.0,N,Escola Pública,Ingressante,Topázio,8.618,9.0,10.0,7.5,8.0,9.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.4,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
2.0,R,Escola Pública,Veterano,Ágata,6.779,6.8,8.3,8.1,4.7,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B
2.0,R,Escola Pública,Veterano,Ágata,6.621,5.3,8.3,8.1,4.7,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
3.0,L,Escola Pública,Veterano,Quartzo,3.603,0.0,0.6,7.5,3.1,6.3,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.5,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,J,Escola Pública,Veterano,Ágata,5.588,9.5,5.8,4.4,0.7,8.1,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
4.0,G,Rede Decisão,Veterano,Ametista,7.714,7.1,8.6,6.9,5.8,8.1,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,8.1,10.0,Nível 3 (7o e 8o ano),1.0,M,B
2.0,E,Escola Pública,Veterano,Quartzo,4.133,0.0,1.7,6.3,3.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.5,5.0,Nível 3 (7o e 8o ano),-1.0,F,R
2.0,H,Escola Pública,Veterano,Quartzo,2.717,0.0,0.8,7.5,0.9,6.3,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.5,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
5.0,F,Rede Decisão,Veterano,Ametista,7.416,9.6,6.7,5.0,7.8,7.7,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não,6.5,10.0,Nível 5 (1o EM),0.0,M,P
0.0,L,Escola Pública,Ingressante,Ametista,7.229,8.5,6.7,7.5,5.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.2,10.0,ALFA  (2o e 3o ano),0.0,F,B
3.0,F,Escola Pública,Ingressante,Quartzo,4.372,6.7,2.2,7.5,2.3,7.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.2,5.0,Nível 4 (9o ano),-1.0,M,R
1.0,R,Escola Pública,Ingressante,Ágata,5.574,8.5,5.8,7.5,2.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.9,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
2.0,K,Escola Pública,Ingressante,Ametista,6.917,7.4,7.9,7.5,4.3,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.5,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
1.0,G,Escola Pública,Ingressante,Quartzo,5.507,7.4,4.6,7.5,2.4,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.6,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
1.0,B,Escola Pública,Veterano,Ametista,7.389,10.0,8.8,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,P
3.0,G,Rede Decisão,Veterano,Ágata,6.047,9.2,3.9,5.6,6.5,7.7,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,6.1,5.0,Nível 4 (9o ano),-1.0,F,B
3.0,R,Escola Pública,Veterano,Ágata,6.343,6.7,5.8,6.9,5.8,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.1,5.0,Nível 4 (9o ano),-1.0,F,P
3.0,M,Escola Pública,Veterano,Ametista,7.789,8.8,7.2,6.3,8.1,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.4,10.0,Nível 3 (7o e 8o ano),0.0,M,B
3.0,C,Escola Pública,Veterano,Ametista,7.379,9.2,5.8,7.5,6.8,7.5,Promovido de Fase,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 3 (7o e 8o ano),0.0,F,P
5.0,A,Escola Pública,Veterano,Ágata,6.541,9.2,7.5,7.5,3.6,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.9,5.0,Nível 6 (2o EM),-1.0,M,B
1.0,C,Escola Pública,Veterano,Ágata,6.163,9.0,5.0,7.5,3.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
2.0,E,Escola Pública,Veterano,Ágata,6.254,8.0,4.2,8.1,3.1,7.3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.3,10.0,Nível 2 (5o e 6o ano),0.0,M,B
3.0,R,Escola Pública,Ingressante,Quartzo,4.817,10.0,3.3,5.6,1.8,6.9,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Não,2.8,10.0,Nível 3 (7o e 8o ano),0.0,M,R
1.0,A,Escola Pública,Ingressante,Ametista,6.978,8.0,7.5,7.5,5.0,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,R
1.0,G,Escola Pública,Veterano,Topázio,8.468,9.5,9.6,7.5,7.8,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.8,5.0,Nível 2 (5o e 6o ano),-1.0,F,B
0.0,P,Escola Pública,Veterano,Ágata,5.671,8.0,4.2,7.5,4.6,6.3,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
5.0,L,Escola Pública,Ingressante,Quartzo,4.729,8.3,1.9,0.0,3.8,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,5.1,10.0,Nível 5 (1o EM),0.0,F,R
1.0,J,Escola Pública,Veterano,Topázio,8.407,9.0,10.0,7.5,5.9,7.7,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Sim,9.1,10.0,Nível 1 (4o ano),0.0,F,B
0.0,K,Escola Pública,Ingressante,Ametista,8.015,10.0,8.3,7.5,6.5,7.8,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Não,7.6,10.0,ALFA  (2o e 3o ano),0.0,M,B
0.0,J,Escola Pública,Veterano,Ametista,7.546,8.0,10.0,7.5,5.3,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-2.0,F,R
7.0,A,Rede Decisão,Veterano,Ágata,6.787,8.8,7.2,5.6,5.8,6.7,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,5.4,10.0,Nível 7 (3o EM),0.0,M,B
2.0,L,Escola Pública,Veterano,Ágata,6.860,8.5,7.9,7.5,4.8,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,5.0,Nível 3 (7o e 8o ano),-1.0,M,R
3.0,A,Rede Decisão,Veterano,Topázio,8.614,9.6,9.7,7.5,6.7,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.7,10.0,Nível 3 (7o e 8o ano),0.0,M,P
1.0,G,Escola Pública,Veterano,Ágata,6.844,9.5,8.8,7.5,3.5,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,B
0.0,O,Escola Pública,Veterano,Ametista,7.521,10.0,8.3,7.5,6.4,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 1 (4o ano),-1.0,F,B
7.0,A,Rede Decisão,Veterano,Ametista,7.936,7.1,8.3,7.5,7.2,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não,7.8,10.0,Nível 7 (3o EM),0.0,M,B
1.0,J,Escola Pública,Ingressante,Ametista,7.297,9.0,8.8,7.5,5.3,7.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,P
3.0,D,Escola Pública,Ingressante,Ametista,7.983,9.6,7.5,7.5,6.0,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.7,10.0,Nível 3 (7o e 8o ano),0.0,F,B
1.0,R,Escola Pública,Veterano,Quartzo,3.827,0.0,3.3,7.5,0.6,7.2,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.3,5.0,Nível 3 (7o e 8o ano),-2.0,M,R
2.0,B,Escola Pública,Ingressante,Ametista,6.917,7.0,6.7,7.5,4.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 2 (5o e 6o ano),0.0,F,N
3.0,D,Escola Pública,Ingressante,Quartzo,4.892,7.1,3.3,2.5,2.3,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.8,5.0,Nível 4 (9o ano),-1.0,F,N
3.0,A,Escola Pública,Ingressante,Ágata,6.625,9.2,5.3,7.5,3.5,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.2,10.0,Nível 3 (7o e 8o ano),0.0,F,R
2.0,B,Rede Decisão,Veterano,Quartzo,5.075,8.9,3.8,4.4,4.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,N
2.0,R,Escola Pública,Veterano,Ametista,7.572,6.4,8.3,5.0,6.3,8.1,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,M,B
2.0,N,Escola Pública,Veterano,Ametista,7.518,8.0,8.8,5.6,5.1,7.9,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.9,10.0,Nível 2 (5o e 6o ano),0.0,M,P
2.0,J,Escola Pública,Veterano,Ametista,7.186,8.5,8.8,7.5,3.4,7.5,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.1,10.0,Nível 2 (5o e 6o ano),0.0,M,B
2.0,K,Escola Pública,Veterano,Quartzo,4.396,9.0,3.8,5.6,1.3,6.9,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,3.7,5.0,Nível 4 (9o ano),-2.0,F,B
4.0,E,Escola Pública,Veterano,Ametista,7.117,8.8,8.3,7.5,5.5,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,7.3,5.0,Nível 5 (1o EM),-1.0,M,R
0.0,R,Escola Pública,Ingressante,Topázio,8.775,10.0,10.0,7.5,6.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.8,10.0,ALFA  (2o e 3o ano),0.0,F,R
0.0,T,Escola Pública,Ingressante,Topázio,8.821,8.5,10.0,7.5,7.4,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,M,R
2.0,G,Rede Decisão,Ingressante,Quartzo,4.831,0.0,3.8,7.5,3.4,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.9,10.0,Nível 2 (5o e 6o ano),0.0,M,R
2.0,C,Escola Pública,Veterano,Ágata,6.511,7.9,2.1,7.5,5.2,7.7,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B
