nome,idade,anos_pm,fase,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,fase_ideal,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-226,12.0,3.0,2,Veterano,Quartzo,4.617,0.0,4.2,5.6,4.3,7.1,5.8,5.0,-1.0,M,R,1,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-229,11.0,2.0,0,Ingressante,Quartzo,5.054,8.5,0.0,7.5,4.0,6.9,7.3,5.0,-2.0,F,B,0,0,1,2.0,,Neutro,,,,0.0,,,0.0
ALUNO-231,17.0,2.0,7,Veterano,Ametista,7.698,9.2,8.6,6.9,5.4,8.0,7.5,10.0,0.0,F,B,0,0,3,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-232,16.0,0.0,5,Ingressante,Ametista,7.331,8.3,7.2,7.5,6.7,8.3,8.2,5.0,-1.0,F,B,0,0,3,6.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-235,13.0,2.0,3,Veterano,Ametista,7.544,9.2,6.9,5.6,6.6,7.3,8.1,10.0,0.0,F,B,1,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-238,14.0,2.0,2,Veterano,Quartzo,3.663,8.5,1.3,4.4,2.1,5.0,3.5,5.0,-2.0,M,R,0,0,1,4.0,Neutro,,,,0.0,,,,0.0
ALUNO-240,13.0,0.0,3,Ingressante,Ametista,7.629,8.8,6.1,7.5,6.9,7.3,8.4,10.0,0.0,M,R,0,0,3,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-241,12.0,4.0,2,Veterano,Quartzo,2.860,7.9,0.4,5.6,0.0,4.1,2.6,5.0,-1.0,M,B,0,0,1,3.0,Negativo,Neutro,,,-1.0,0.0,,,-1.0
ALUNO-242,12.0,3.0,2,Veterano,Ágata,5.833,8.5,5.4,7.5,2.9,7.1,6.8,5.0,-1.0,M,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-243,8.0,0.0,0,Ingressante,Ágata,6.354,8.5,5.0,7.5,3.2,7.5,6.8,10.0,0.0,F,R,0,0,2,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-246,11.0,2.0,1,Veterano,Ametista,7.013,9.0,8.8,5.6,4.6,8.5,7.7,5.0,-1.0,F,R,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-247,9.0,0.0,0,Ingressante,Ametista,8.013,10.0,8.3,7.5,6.8,8.1,9.7,5.0,-1.0,F,B,0,1,3,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-249,11.0,0.0,1,Ingressante,Ágata,6.025,8.5,7.9,7.5,2.1,7.5,5.8,5.0,-1.0,M,R,0,0,2,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-251,10.0,2.0,2,Veterano,Ametista,7.976,9.0,6.7,7.5,7.3,8.5,8.4,10.0,0.0,F,B,0,0,3,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-252,9.0,0.0,0,Ingressante,Ametista,7.473,10.0,10.0,7.5,5.9,7.2,6.6,5.0,-1.0,F,R,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-258,9.0,0.0,0,Ingressante,Ágata,6.283,7.8,10.0,7.5,5.3,2.5,4.8,5.0,-1.0,F,R,0,0,2,1.0,Negativo,Neutro,,,-1.0,0.0,,,-1.0
ALUNO-260,9.0,0.0,0,Ingressante,Ágata,6.750,9.5,6.7,7.5,4.5,7.5,7.8,5.0,-1.0,M,B,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-261,17.0,1.0,4,Veterano,Ametista,6.899,9.2,7.8,7.5,5.9,8.4,7.0,2.5,-4.0,M,R,0,0,3,8.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-262,16.0,4.0,6,Veterano,Ametista,7.903,9.2,6.9,7.5,7.7,7.8,7.7,10.0,0.0,M,R,1,0,3,6.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-263,16.0,5.0,6,Veterano,Ametista,7.694,7.9,7.8,7.5,6.5,8.0,7.5,10.0,0.0,F,B,1,0,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-266,10.0,2.0,2,Veterano,Ametista,7.892,9.0,8.3,6.3,6.8,7.5,8.0,10.0,0.0,M,R,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-267,15.0,3.0,4,Ingressante,Ametista,8.014,9.2,8.9,6.3,8.2,8.3,8.6,5.0,-1.0,M,R,1,0,3,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-271,13.0,0.0,3,Ingressante,Ágata,6.429,9.6,5.0,7.5,4.3,7.7,5.5,10.0,0.0,M,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-273,15.0,3.0,1,Veterano,Quartzo,4.125,9.5,2.1,7.5,0.0,6.3,4.4,5.0,-1.0,F,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-274,17.0,3.0,5,Veterano,Ágata,6.880,7.1,7.8,7.5,6.1,7.7,6.9,5.0,-2.0,F,R,0,0,2,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-275,14.0,4.0,3,Veterano,Ágata,5.815,8.8,5.8,6.3,3.4,6.9,6.4,5.0,-1.0,F,B,0,0,2,4.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-277,13.0,3.0,1,Veterano,Ametista,8.183,9.5,10.0,7.5,7.8,8.5,7.8,5.0,-2.0,M,R,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-282,16.0,0.0,5,Ingressante,Topázio,8.544,9.2,9.7,7.5,8.8,8.8,9.0,5.0,-1.0,M,R,0,1,4,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-283,16.0,0.0,5,Ingressante,Topázio,8.531,8.8,9.4,7.5,8.7,8.8,9.5,5.0,-1.0,F,R,0,1,4,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-288,13.0,1.0,3,Veterano,Ametista,8.088,8.3,7.5,7.5,7.7,7.3,8.7,10.0,0.0,F,B,1,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-293,15.0,2.0,5,Veterano,Quartzo,3.080,0.0,3.9,0.0,0.0,5.9,3.5,10.0,0.0,F,R,0,0,1,5.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-294,8.0,0.0,0,Ingressante,Topázio,8.994,9.5,10.0,7.5,7.3,8.4,10.0,10.0,0.0,F,R,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-295,10.0,4.0,1,Veterano,Ágata,6.771,9.0,7.1,7.5,6.9,7.5,5.3,5.0,-1.0,M,B,0,0,2,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-296,11.0,1.0,2,Veterano,Ametista,7.221,9.5,7.9,7.5,3.6,7.3,7.4,10.0,0.0,F,R,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-297,16.0,2.0,3,Veterano,Quartzo,4.894,8.8,3.3,5.6,2.8,7.7,6.1,2.5,-3.0,M,B,0,0,1,6.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-301,10.0,2.0,2,Veterano,Topázio,8.289,9.0,9.2,7.5,6.3,8.5,8.4,10.0,0.0,M,B,0,0,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-303,8.0,0.0,0,Ingressante,Ametista,7.767,8.5,8.3,7.5,6.8,7.5,7.0,10.0,0.0,M,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-305,14.0,3.0,3,Veterano,Ametista,7.315,7.9,7.8,5.6,7.5,7.5,8.3,5.0,-1.0,F,R,1,0,3,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-310,8.0,0.0,0,Ingressante,Ametista,7.165,9.0,8.3,7.5,4.6,6.6,6.3,10.0,0.0,F,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-312,12.0,2.0,2,Veterano,Ametista,7.946,9.0,9.6,4.4,7.8,8.8,8.8,5.0,-1.0,M,N,1,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-313,9.0,1.0,0,Veterano,Ametista,7.375,9.5,8.3,5.0,6.3,8.1,8.4,5.0,-2.0,F,B,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-315,14.0,2.0,5,Veterano,Topázio,8.909,8.8,9.2,7.5,8.2,8.6,9.8,10.0,1.0,F,R,1,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-319,12.0,2.0,2,Veterano,Ametista,7.821,7.5,9.6,6.9,8.2,7.3,8.0,5.0,-1.0,F,B,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-321,17.0,2.0,7,Veterano,Ametista,7.891,8.3,7.5,5.6,7.6,8.3,8.3,10.0,0.0,M,B,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-323,12.0,5.0,1,Veterano,Quartzo,4.976,7.4,7.1,4.4,3.3,3.8,4.3,5.0,-2.0,M,B,1,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-324,17.0,2.0,7,Veterano,Topázio,8.252,8.3,8.1,6.9,7.9,8.3,8.6,10.0,0.0,M,R,1,0,4,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-331,8.0,0.0,0,Ingressante,Topázio,8.923,9.0,10.0,7.5,7.3,8.4,9.8,10.0,0.0,M,R,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-332,13.0,2.0,1,Veterano,Topázio,8.342,9.0,9.6,7.5,7.4,8.3,9.8,5.0,-1.0,F,B,0,1,4,2.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-336,9.0,1.0,0,Veterano,Ametista,7.533,9.0,10.0,6.3,6.9,7.5,6.9,5.0,-1.0,F,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-337,15.0,5.0,5,Veterano,Ametista,7.661,7.5,8.1,7.5,7.3,8.8,8.5,5.0,-1.0,F,A,1,0,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-339,15.0,3.0,3,Veterano,Ametista,7.676,8.8,8.1,7.5,6.2,8.5,9.2,5.0,-2.0,F,P,0,1,3,5.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-340,15.0,3.0,3,Veterano,Ametista,7.800,8.8,8.1,7.5,7.0,8.3,9.1,5.0,-2.0,M,B,0,1,3,5.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-342,12.0,5.0,2,Veterano,Ametista,7.392,8.5,6.7,7.5,7.6,7.5,8.4,5.0,-1.0,F,B,1,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-343,17.0,1.0,5,Veterano,Ametista,7.070,8.3,8.1,6.9,6.0,8.0,7.2,5.0,-2.0,F,P,0,0,3,7.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-345,9.0,2.0,1,Veterano,Ágata,6.764,9.5,5.0,7.5,4.2,7.7,7.3,10.0,0.0,F,R,0,0,2,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-346,9.0,2.0,1,Veterano,Quartzo,4.925,7.9,3.8,7.5,0.0,7.5,4.4,10.0,0.0,F,B,0,0,1,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-348,10.0,2.0,1,Veterano,Ametista,7.558,10.0,8.8,7.5,6.4,7.7,7.5,5.0,-1.0,M,R,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-349,11.0,1.0,1,Veterano,Quartzo,4.414,8.0,3.3,7.5,0.4,6.9,4.6,5.0,-1.0,F,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-352,14.0,0.0,4,Ingressante,Ágata,5.783,7.5,3.6,7.5,3.5,7.2,5.7,10.0,0.0,F,B,0,0,2,4.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-357,13.0,0.0,3,Ingressante,Ágata,6.854,8.3,5.3,7.5,5.9,7.3,6.6,10.0,0.0,F,R,0,0,2,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-359,11.0,2.0,2,Veterano,Ametista,7.326,8.0,5.0,7.5,8.0,8.5,9.1,5.0,-1.0,M,B,0,1,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-363,8.0,0.0,0,Ingressante,Ametista,8.231,10.0,8.3,7.5,6.5,7.8,8.7,10.0,0.0,F,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-364,10.0,2.0,2,Veterano,Ágata,6.306,0.0,7.5,4.4,4.7,7.1,8.6,10.0,0.0,M,R,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-365,16.0,4.0,6,Veterano,Ametista,7.376,9.2,6.9,5.0,6.5,6.9,7.9,10.0,0.0,F,B,1,0,3,6.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-367,14.0,5.0,4,Veterano,Ágata,6.392,7.9,4.4,7.5,4.8,7.0,6.5,10.0,0.0,M,B,0,0,2,4.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-370,14.0,2.0,3,Veterano,Ametista,8.196,7.9,8.9,6.3,9.1,9.0,8.9,5.0,-1.0,M,R,0,0,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-372,13.0,4.0,2,Veterano,Ágata,6.360,8.0,5.4,7.5,4.9,7.5,7.4,5.0,-1.0,F,P,0,0,2,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-373,15.0,4.0,4,Veterano,Quartzo,4.712,9.2,4.4,5.6,1.5,7.2,4.2,5.0,-1.0,F,R,0,0,1,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-374,,0.0,7,Ingressante,Topázio,8.276,9.6,9.4,7.5,6.4,8.1,7.9,10.0,0.0,F,R,0,0,4,,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-375,11.0,5.0,2,Veterano,Topázio,8.858,9.5,10.0,7.5,8.1,7.5,8.9,10.0,0.0,F,R,1,0,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-376,16.0,0.0,4,Ingressante,Quartzo,5.216,8.8,5.8,0.0,3.9,7.7,5.7,5.0,-2.0,F,A,0,0,1,6.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-377,12.0,4.0,3,Veterano,Ametista,7.110,8.8,7.5,5.6,4.2,7.5,7.9,10.0,0.0,M,R,1,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-378,16.0,5.0,6,Veterano,Ametista,7.441,6.7,7.8,4.4,7.7,7.8,7.3,10.0,0.0,M,R,1,0,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-379,15.0,3.0,4,Veterano,Quartzo,4.151,10.0,2.8,5.0,1.7,5.6,3.5,5.0,-1.0,M,R,0,0,1,5.0,Neutro,Neutro,Neutro,Negativo,0.0,0.0,0.0,-1.0,0.0
ALUNO-381,10.0,2.0,0,Veterano,Ametista,7.052,9.5,8.3,6.3,6.1,7.8,6.6,5.0,-2.0,M,B,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-383,11.0,2.0,0,Ingressante,Ametista,6.915,9.5,5.8,7.5,6.3,7.2,7.8,5.0,-2.0,F,R,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-384,11.0,0.0,1,Ingressante,Ametista,7.418,8.5,9.2,8.8,3.6,8.1,9.1,5.0,-1.0,M,A,0,1,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-385,15.0,1.0,3,Veterano,Quartzo,5.435,8.8,3.9,7.5,2.6,7.3,6.4,5.0,-2.0,F,R,0,0,1,5.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-387,14.0,3.0,3,Veterano,Ágata,6.190,7.9,5.8,5.0,6.6,7.3,5.9,5.0,-1.0,M,B,0,0,2,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-388,13.0,3.0,2,Veterano,Ágata,6.007,9.5,3.8,7.5,3.8,7.5,7.7,5.0,-1.0,F,R,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-389,17.0,1.0,6,Veterano,Ametista,8.201,8.3,8.6,6.3,9.0,9.4,8.9,5.0,-1.0,M,R,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-393,12.0,4.0,2,Veterano,Ametista,7.260,9.0,6.7,7.5,7.4,8.1,7.4,5.0,-1.0,M,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-394,16.0,5.0,4,Veterano,Ágata,6.053,7.1,5.3,6.9,5.2,7.2,6.7,5.0,-2.0,F,B,1,0,2,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-396,16.0,2.0,5,Veterano,Ametista,7.593,7.9,8.1,7.5,7.2,7.7,8.7,5.0,-1.0,M,R,0,0,3,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-397,13.0,5.0,3,Veterano,Quartzo,4.257,6.7,2.8,3.1,2.5,4.6,3.8,10.0,0.0,F,R,1,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-400,11.0,2.0,1,Veterano,Quartzo,3.729,0.0,3.3,5.6,1.2,7.3,5.2,5.0,-1.0,F,R,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-403,13.0,0.0,3,Ingressante,Ametista,7.878,9.2,7.2,7.5,6.4,7.9,8.5,10.0,0.0,M,R,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-404,14.0,5.0,4,Veterano,Topázio,8.499,8.8,9.2,7.5,7.4,8.9,8.3,10.0,0.0,F,R,1,0,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-405,8.0,0.0,0,Ingressante,Ametista,7.767,8.5,8.3,7.5,6.0,7.5,7.8,10.0,0.0,F,A,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-406,11.0,3.0,1,Veterano,Ágata,6.868,9.0,8.3,6.9,6.4,7.5,5.4,5.0,-1.0,M,R,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-407,14.0,3.0,4,Veterano,Topázio,8.475,8.3,8.9,7.5,6.6,9.2,9.4,10.0,0.0,F,B,1,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-408,9.0,1.0,1,Veterano,Topázio,8.699,9.0,9.2,8.8,7.2,8.8,8.9,10.0,0.0,M,R,0,0,4,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-416,14.0,3.0,2,Veterano,Ametista,7.349,9.0,8.8,4.4,6.9,7.3,8.2,5.0,-2.0,F,B,0,0,3,4.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-421,16.0,3.0,4,Veterano,Ágata,6.624,9.2,5.8,7.5,5.8,7.7,6.9,5.0,-2.0,M,R,0,0,2,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-422,11.0,0.0,0,Ingressante,Ametista,7.965,9.0,10.0,7.5,7.2,8.4,7.7,5.0,-2.0,F,P,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-423,17.0,0.0,5,Ingressante,Quartzo,3.146,0.0,1.7,5.0,1.5,6.9,4.2,5.0,-2.0,M,B,0,0,1,7.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-424,13.0,4.0,2,Veterano,Ágata,5.990,9.0,5.0,7.5,4.5,7.3,6.1,5.0,-1.0,F,B,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-425,14.0,2.0,3,Veterano,Ágata,6.642,9.2,6.4,7.5,5.5,7.1,6.9,5.0,-1.0,F,R,0,0,2,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-432,11.0,1.0,0,Veterano,Quartzo,4.946,9.0,6.7,5.0,2.6,2.5,4.8,5.0,-2.0,F,B,0,0,1,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-435,17.0,1.0,5,Veterano,Quartzo,4.169,6.7,4.7,0.0,3.0,7.5,3.5,5.0,-2.0,F,B,0,0,1,7.0,Neutro,Neutro,,Positivo,0.0,0.0,,1.0,0.0
ALUNO-436,13.0,0.0,2,Ingressante,Ametista,7.743,9.5,8.8,7.5,6.3,8.5,8.4,5.0,-1.0,F,R,0,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-437,10.0,3.0,2,Veterano,Ágata,6.482,8.5,5.0,7.5,4.0,7.7,6.6,10.0,0.0,F,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-438,17.0,0.0,5,Ingressante,Ágata,5.756,9.2,5.3,7.5,2.8,7.5,6.1,5.0,-2.0,M,B,0,0,2,7.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-440,16.0,0.0,5,Ingressante,Ametista,7.382,8.3,8.1,7.5,6.7,8.1,7.7,5.0,-1.0,F,B,0,0,3,6.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-441,12.0,2.0,2,Veterano,Ametista,7.571,9.0,7.9,6.3,7.8,8.1,8.0,5.0,-1.0,M,R,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-442,10.0,1.0,1,Veterano,Quartzo,5.188,8.5,4.2,7.5,0.7,7.5,6.8,5.0,-1.0,F,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-444,11.0,0.0,1,Ingressante,Ágata,6.469,9.5,4.2,7.5,5.1,8.1,8.1,5.0,-1.0,F,A,0,0,2,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-447,11.0,2.0,1,Veterano,Ametista,7.690,9.5,9.6,5.0,6.4,7.9,8.7,5.0,-1.0,M,R,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-448,12.0,2.0,3,Veterano,Ametista,7.850,9.2,7.8,7.5,6.3,7.5,8.1,10.0,0.0,F,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-449,10.0,2.0,2,Veterano,Ametista,7.653,8.5,7.5,7.5,4.9,8.5,8.6,10.0,0.0,F,B,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-450,16.0,2.0,5,Ingressante,Ametista,7.196,7.1,7.5,7.5,6.3,8.1,8.3,5.0,-1.0,M,R,0,0,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-451,10.0,3.0,1,Veterano,Ágata,5.667,8.5,5.0,7.5,1.0,8.3,7.7,5.0,-1.0,F,R,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-452,11.0,0.0,1,Ingressante,Ametista,7.118,7.0,8.8,7.5,4.8,8.1,8.3,5.0,-1.0,M,R,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-455,10.0,2.0,2,Veterano,Ametista,7.154,8.5,7.1,7.5,4.9,7.3,7.2,10.0,0.0,F,R,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-463,13.0,4.0,4,Veterano,Topázio,8.292,9.6,8.3,7.5,7.0,8.8,8.2,10.0,1.0,M,B,1,0,4,3.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-465,11.0,0.0,0,Ingressante,Ametista,8.123,8.5,10.0,7.5,7.6,7.8,8.6,5.0,-2.0,M,B,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-468,11.0,3.0,2,Ingressante,Ágata,6.583,7.0,6.3,7.5,3.6,7.7,7.0,10.0,0.0,F,P,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-469,13.0,5.0,4,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,5.2,10.0,1.0,M,A,1,0,2,3.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-474,11.0,2.0,2,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,7.2,10.0,0.0,M,R,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-477,13.0,2.0,2,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,5.9,5.0,-1.0,F,P,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-482,13.0,5.0,2,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,9.8,5.0,-1.0,F,B,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-483,12.0,3.0,2,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,8.1,5.0,-1.0,F,B,1,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
