nome,idade,anos_pm,fase,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,fase_ideal,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-722,11.0,0.0,1,Ingressante,Topázio,8.271,10.0,10.0,7.5,6.9,8.1,9.2,5.0,-1.0,M,B,0,1,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-725,12.0,3.0,2,Veterano,Quartzo,2.767,0.0,0.4,7.5,0.0,7.5,3.4,5.0,-1.0,M,B,0,0,1,3.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-726,8.0,0.0,0,Ingressante,Ágata,5.981,8.4,4.2,7.5,3.4,7.2,5.7,10.0,0.0,M,B,0,0,2,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-729,15.0,0.0,4,Ingressante,Ágata,5.686,6.7,3.9,7.5,5.8,7.5,5.4,5.0,-1.0,M,R,0,0,2,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-730,16.0,0.0,5,Ingressante,Ágata,5.690,8.3,4.4,5.0,5.8,7.3,5.3,5.0,-1.0,F,B,1,0,2,6.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-732,15.0,3.0,5,Veterano,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,7.7,10.0,0.0,M,R,1,0,3,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-733,12.0,3.0,3,Veterano,Ametista,6.890,8.8,6.4,6.3,4.4,7.7,7.3,10.0,0.0,M,B,1,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-736,8.0,0.0,0,Ingressante,Quartzo,5.113,9.0,5.0,0.0,3.6,2.5,6.2,10.0,0.0,F,R,0,0,1,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-737,12.0,2.0,2,Veterano,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,8.1,5.0,-1.0,M,R,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-738,13.0,3.0,3,Veterano,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,7.9,10.0,0.0,M,N,1,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-739,14.0,5.0,3,Veterano,Ametista,8.085,9.2,8.1,8.8,7.6,8.1,9.2,5.0,-1.0,F,B,1,1,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-740,11.0,1.0,0,Veterano,Ágata,6.421,9.0,5.8,7.5,4.2,7.5,7.6,5.0,-2.0,F,P,0,0,2,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-741,15.0,0.0,5,Ingressante,Ametista,7.002,8.8,4.4,7.5,6.2,8.0,7.3,10.0,0.0,M,R,0,0,3,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-742,13.0,0.0,3,Ingressante,Ametista,7.360,7.5,6.1,7.5,6.8,7.7,7.5,10.0,0.0,F,B,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-743,9.0,1.0,1,Veterano,Ametista,8.061,10.0,8.8,5.0,6.4,7.9,8.7,10.0,0.0,M,P,0,0,3,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-746,11.0,3.0,2,Veterano,Topázio,9.107,9.0,8.8,8.8,9.3,8.5,9.4,10.0,0.0,F,R,1,1,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-747,14.0,2.0,4,Veterano,Topázio,8.675,8.8,8.9,7.5,7.4,9.2,9.3,10.0,0.0,M,P,0,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-748,11.0,0.0,0,Ingressante,Ametista,7.985,10.0,10.0,7.5,6.4,7.8,8.3,5.0,-2.0,F,B,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-749,15.0,3.0,4,Veterano,Ágata,6.508,6.3,5.0,7.5,7.6,7.5,6.8,5.0,-1.0,F,R,0,0,2,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-753,13.0,2.0,4,Veterano,Quartzo,4.785,8.3,2.5,7.5,0.8,7.2,4.1,10.0,1.0,M,R,0,0,1,3.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-755,14.0,4.0,4,Veterano,Ágata,6.872,7.1,4.7,6.9,6.8,7.8,7.0,10.0,0.0,F,R,1,0,2,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-757,14.0,4.0,3,Veterano,Quartzo,5.421,7.9,5.3,7.5,2.9,7.3,5.1,5.0,-1.0,F,B,0,0,1,4.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-758,12.0,1.0,2,Veterano,Ametista,6.983,8.5,5.4,7.5,6.5,8.3,8.3,5.0,-1.0,M,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-760,8.0,1.0,0,Veterano,Ametista,7.360,8.0,5.8,7.5,6.8,7.8,7.5,10.0,0.0,M,B,0,0,3,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-763,11.0,0.0,1,Ingressante,Ágata,6.546,7.5,7.1,7.5,3.2,7.9,8.5,5.0,-1.0,M,R,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-766,16.0,1.0,5,Ingressante,Ametista,7.440,9.2,7.5,7.5,6.5,7.8,8.4,5.0,-1.0,M,R,0,0,3,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-768,15.0,4.0,3,Veterano,Ametista,8.065,8.3,9.2,6.3,8.4,8.1,8.9,5.0,-2.0,M,P,1,0,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-769,13.0,0.0,3,Ingressante,Topázio,8.401,9.6,7.2,7.5,8.5,7.7,8.9,10.0,0.0,F,B,0,0,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-773,13.0,5.0,2,Veterano,Topázio,8.921,9.5,10.0,7.5,8.9,9.8,9.8,5.0,-1.0,F,B,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-775,11.0,0.0,2,Ingressante,Topázio,9.211,9.5,10.0,7.5,8.9,8.1,9.6,10.0,0.0,F,B,0,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-776,15.0,1.0,3,Veterano,Quartzo,5.424,7.9,4.2,7.5,3.9,6.9,5.4,5.0,-2.0,M,P,0,0,1,5.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-777,14.0,2.0,2,Veterano,Quartzo,5.500,8.0,3.8,7.5,4.3,7.5,6.8,2.5,-3.0,M,R,0,0,1,5.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-781,13.0,1.0,3,Veterano,Quartzo,5.450,8.8,3.1,7.5,3.3,6.7,4.4,10.0,0.0,F,R,0,0,1,3.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-783,12.0,1.0,2,Veterano,Ágata,6.118,7.5,4.6,7.5,3.6,8.3,8.3,5.0,-1.0,F,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-784,13.0,0.0,2,Ingressante,Topázio,8.533,9.5,9.2,8.8,7.9,8.5,9.7,5.0,-1.0,M,R,1,1,4,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-786,17.0,3.0,5,Veterano,Quartzo,5.341,7.1,6.1,5.0,3.3,7.2,5.1,5.0,-2.0,F,R,0,0,1,7.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-790,14.0,2.0,4,Veterano,Topázio,8.650,10.0,8.3,7.5,7.5,8.8,9.3,10.0,0.0,M,B,1,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-792,12.0,4.0,2,Veterano,Quartzo,5.531,6.3,5.8,5.0,4.1,7.5,5.8,5.0,-1.0,M,R,0,0,1,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-793,10.0,1.0,1,Veterano,Ágata,6.506,8.0,7.9,7.5,3.9,7.3,6.8,5.0,-1.0,M,B,0,0,2,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-794,12.0,4.0,3,Veterano,Ametista,7.211,7.9,7.5,6.3,8.2,7.9,8.1,2.5,-3.0,,,1,0,3,6.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-796,14.0,3.0,4,Veterano,Ágata,5.943,8.3,6.7,7.5,2.3,7.3,4.2,10.0,0.0,F,R,0,0,2,4.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-797,13.0,2.0,2,Veterano,Quartzo,2.468,0.0,0.4,6.3,0.0,6.9,4.1,2.5,-4.0,F,R,0,0,1,6.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-798,14.0,0.0,3,Ingressante,Ametista,7.250,9.2,7.5,7.5,6.5,7.5,7.7,5.0,-1.0,M,B,0,0,3,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-802,8.0,0.0,0,Ingressante,Topázio,9.046,9.5,10.0,7.5,7.9,8.8,9.4,10.0,0.0,M,R,0,1,4,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-803,8.0,1.0,0,Veterano,Ametista,7.133,8.5,6.7,7.5,6.6,8.8,7.5,5.0,-1.0,M,B,0,0,3,1.0,Neutro,,,,0.0,,,,0.0
ALUNO-805,9.0,0.0,1,Ingressante,Ametista,6.993,8.5,5.8,7.5,5.1,8.1,6.9,10.0,0.0,F,B,0,0,3,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-807,9.0,2.0,1,Veterano,Topázio,9.176,10.0,10.0,5.0,9.1,9.0,9.8,10.0,0.0,M,R,0,1,4,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-809,11.0,0.0,1,Ingressante,Quartzo,4.769,10.0,2.5,7.5,0.0,7.2,6.5,5.0,-1.0,F,R,0,0,1,2.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-811,12.0,3.0,2,Veterano,Ametista,7.196,8.0,8.3,7.5,6.3,7.5,7.3,5.0,-1.0,M,R,1,0,3,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-812,11.0,0.0,0,Ingressante,Ametista,8.075,10.0,10.0,7.5,7.1,7.5,8.3,5.0,-2.0,F,B,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-813,10.0,3.0,2,Veterano,Ametista,7.275,9.0,7.5,7.5,3.9,7.7,7.8,10.0,0.0,M,B,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-814,12.0,2.0,2,Veterano,Ágata,6.231,7.9,5.0,7.5,4.4,7.9,7.6,5.0,-1.0,M,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-817,11.0,2.0,2,Veterano,Ametista,7.549,9.0,7.5,7.5,7.6,7.9,9.2,2.5,-3.0,F,R,0,1,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-818,8.0,0.0,0,Ingressante,Ametista,6.958,8.0,6.7,7.5,4.4,7.5,7.3,10.0,0.0,F,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-820,15.0,4.0,5,Veterano,Ametista,8.073,8.8,6.1,7.5,8.2,8.6,8.7,10.0,0.0,F,R,1,0,3,5.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-822,8.0,0.0,0,Ingressante,Topázio,8.758,9.5,10.0,7.5,6.6,8.1,9.7,10.0,0.0,F,R,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-823,11.0,3.0,2,Veterano,Ametista,7.207,8.5,7.1,7.5,3.9,7.9,8.1,10.0,0.0,M,R,1,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-824,11.0,2.0,1,Veterano,Ametista,7.760,9.0,10.0,7.5,4.9,8.1,9.1,5.0,-1.0,M,R,0,1,3,2.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-825,14.0,3.0,3,Veterano,Quartzo,4.286,7.9,2.8,6.3,1.2,6.3,4.8,5.0,-1.0,M,B,1,0,1,4.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-826,12.0,1.0,2,Veterano,Quartzo,4.186,0.0,2.5,7.5,1.0,7.9,7.2,5.0,-1.0,M,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-827,9.0,0.0,0,Ingressante,Ágata,6.733,9.0,5.0,7.5,6.0,7.5,8.2,5.0,-1.0,F,B,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-828,16.0,5.0,5,Veterano,Ametista,7.482,9.2,7.5,7.5,7.3,8.1,7.7,5.0,-1.0,M,R,1,0,3,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-829,13.0,4.0,3,Veterano,Ágata,6.418,10.0,3.9,7.5,3.6,7.3,7.2,10.0,0.0,M,R,0,0,2,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-830,14.0,4.0,5,Veterano,Topázio,8.506,10.0,7.8,7.5,7.9,8.8,8.8,10.0,1.0,F,R,1,0,4,4.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-831,12.0,2.0,1,Veterano,Ametista,7.351,9.5,10.0,7.5,3.6,7.7,8.3,5.0,-2.0,M,B,0,0,3,3.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-833,9.0,0.0,0,Ingressante,Ágata,5.825,8.5,8.3,4.4,4.4,2.5,6.2,5.0,-1.0,F,B,0,0,2,1.0,Neutro,Negativo,,,0.0,-1.0,,,0.0
ALUNO-834,14.0,0.0,3,Ingressante,Quartzo,5.506,6.7,3.1,6.9,5.8,7.3,5.7,5.0,-1.0,F,B,0,0,1,4.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-835,12.0,5.0,2,Veterano,Quartzo,4.335,0.0,5.4,5.6,1.6,7.8,5.4,5.0,-1.0,M,B,0,0,1,3.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-838,16.0,5.0,6,Veterano,Ágata,6.315,7.5,7.2,2.5,5.3,7.7,5.2,10.0,0.0,M,B,1,0,2,6.0,Negativo,Positivo,,Neutro,-1.0,1.0,,0.0,-1.0
ALUNO-840,9.0,2.0,0,Veterano,Ágata,6.598,9.0,8.3,4.4,6.6,5.3,6.2,5.0,-1.0,F,R,0,0,2,1.0,Neutro,Negativo,,,0.0,-1.0,,,0.0
ALUNO-843,17.0,0.0,6,Ingressante,Ágata,6.644,7.1,7.2,5.6,7.3,6.9,6.5,5.0,-1.0,M,R,0,0,2,7.0,Neutro,Positivo,Negativo,Positivo,0.0,1.0,-1.0,1.0,1.0
ALUNO-845,13.0,0.0,3,Ingressante,Ágata,5.683,8.8,4.4,4.4,4.5,6.0,4.9,10.0,0.0,M,B,0,0,2,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-848,13.0,2.0,2,Veterano,Ágata,6.850,8.5,7.9,7.5,4.9,8.1,6.8,5.0,-1.0,F,R,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-849,11.0,1.0,2,Veterano,Ametista,7.444,7.5,8.3,8.1,4.6,7.9,7.6,10.0,0.0,M,P,0,0,3,2.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-850,13.0,5.0,3,Veterano,Ametista,8.151,9.2,7.5,7.5,6.6,8.1,9.3,10.0,0.0,F,R,1,1,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-851,10.0,2.0,1,Veterano,Ametista,7.713,9.5,9.6,7.5,4.8,8.1,9.2,5.0,-1.0,M,P,0,1,3,2.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-855,14.0,1.0,2,Veterano,Ágata,6.243,8.0,7.1,7.5,2.8,7.9,7.1,5.0,-2.0,M,B,0,0,2,4.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-858,11.0,2.0,2,Veterano,Topázio,8.586,9.5,10.0,7.5,6.2,7.7,9.4,10.0,0.0,F,B,0,1,4,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-860,15.0,3.0,3,Veterano,Ametista,7.069,8.8,5.0,7.5,7.2,8.3,8.4,5.0,-2.0,M,B,0,0,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-861,15.0,1.0,3,Veterano,Ametista,7.724,9.2,8.3,7.5,7.7,7.7,7.9,5.0,-2.0,M,B,0,0,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-862,11.0,2.0,1,Veterano,Ametista,7.990,9.0,9.6,7.5,6.5,8.1,9.1,5.0,-1.0,F,R,0,1,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-865,9.0,0.0,0,Ingressante,Topázio,8.396,9.5,10.0,7.5,7.3,8.1,9.7,5.0,-1.0,M,R,0,1,4,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-866,9.0,2.0,1,Veterano,Topázio,8.846,8.5,10.0,7.5,8.4,7.7,9.0,10.0,0.0,F,P,1,1,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-867,13.0,0.0,1,Ingressante,Quartzo,4.088,0.0,2.1,8.1,1.7,6.9,6.7,5.0,-2.0,M,B,0,0,1,3.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-868,8.0,0.0,0,Ingressante,Ametista,8.081,9.0,8.3,7.5,7.0,7.8,7.9,10.0,0.0,F,B,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-871,11.0,0.0,0,Ingressante,Ágata,6.258,8.5,6.7,7.5,2.9,7.5,7.5,5.0,-2.0,F,B,0,0,2,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-872,13.0,4.0,3,Veterano,Quartzo,4.451,6.7,2.2,5.0,2.9,5.2,3.7,10.0,0.0,M,R,1,0,1,3.0,Negativo,Positivo,Neutro,,-1.0,1.0,0.0,,-1.0
ALUNO-873,12.0,1.0,1,Veterano,Ágata,5.864,10.0,5.8,7.5,1.5,7.9,6.8,5.0,-2.0,F,P,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-874,15.0,5.0,5,Veterano,Ágata,6.192,7.1,6.7,6.9,2.7,7.2,6.1,10.0,0.0,F,B,1,0,2,5.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-875,11.0,0.0,0,Ingressante,Ametista,8.069,8.0,10.0,7.5,7.1,8.4,8.8,5.0,-2.0,M,R,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-877,13.0,2.0,2,Veterano,Ágata,6.379,7.4,7.5,7.5,1.9,8.1,8.5,5.0,-1.0,F,B,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-878,9.0,0.0,0,Ingressante,Ametista,7.083,9.0,6.7,7.5,6.7,5.6,8.5,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Positivo,,,0.0,1.0,,,0.0
ALUNO-884,17.0,0.0,5,Ingressante,Quartzo,4.511,7.9,3.9,0.0,2.1,7.5,6.4,5.0,-2.0,F,B,0,0,1,7.0,Positivo,Negativo,Positivo,Neutro,1.0,-1.0,1.0,0.0,1.0
ALUNO-885,9.0,0.0,1,Ingressante,Ametista,7.772,10.0,8.3,7.5,3.9,8.1,8.8,10.0,0.0,F,R,0,0,3,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-886,8.0,1.0,0,Veterano,Topázio,8.544,9.5,10.0,7.5,7.1,7.8,8.3,10.0,0.0,M,B,0,0,4,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-889,13.0,2.0,2,Veterano,Ametista,7.933,8.5,8.3,7.5,8.3,7.5,8.8,5.0,-1.0,F,B,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-890,13.0,3.0,3,Veterano,Ágata,6.058,10.0,5.3,7.5,2.3,7.2,5.4,10.0,0.0,M,R,0,0,2,3.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-892,12.0,2.0,1,Veterano,Ametista,7.411,7.0,9.6,5.6,6.9,8.3,7.6,5.0,-2.0,M,R,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-897,14.0,0.0,3,Veterano,Quartzo,5.135,7.9,3.3,6.9,4.3,6.7,4.8,5.0,-1.0,M,R,0,0,1,4.0,Neutro,Negativo,Neutro,,0.0,-1.0,0.0,,0.0
ALUNO-899,11.0,2.0,2,Veterano,Ametista,8.092,8.0,7.1,7.5,7.9,7.5,9.0,10.0,0.0,M,R,0,1,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-900,14.0,0.0,3,Ingressante,Ágata,5.835,7.9,5.6,7.5,5.4,7.3,4.4,5.0,-1.0,F,R,0,0,2,4.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-902,9.0,2.0,0,Veterano,Ametista,7.273,8.5,10.0,7.5,5.4,7.8,6.6,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-903,9.0,1.0,1,Ingressante,Topázio,9.069,9.0,10.0,7.5,8.3,8.1,9.7,10.0,0.0,M,R,1,1,4,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-904,14.0,1.0,4,Veterano,Ametista,7.144,9.2,5.6,7.5,5.9,7.5,7.2,10.0,0.0,F,B,0,0,3,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-905,9.0,0.0,0,Ingressante,Ágata,6.133,9.5,5.8,7.5,3.5,7.5,6.6,5.0,-1.0,M,R,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-906,17.0,4.0,5,Veterano,Topázio,8.632,9.6,9.2,7.5,6.8,7.7,9.9,10.0,0.0,F,R,1,1,4,5.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-907,10.0,1.0,2,Veterano,Quartzo,5.364,0.0,3.8,7.5,3.1,7.3,7.6,10.0,0.0,F,B,0,0,1,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-909,13.0,2.0,2,Veterano,Ágata,6.082,9.5,5.4,7.5,3.1,7.3,7.2,5.0,-1.0,M,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-910,17.0,5.0,6,Veterano,Ágata,6.772,8.8,7.8,7.5,5.0,7.5,6.7,5.0,-1.0,F,R,0,0,2,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-911,16.0,2.0,4,Veterano,Ágata,6.239,6.7,6.9,5.0,5.1,7.5,7.0,5.0,-2.0,F,B,0,0,2,6.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-914,13.0,0.0,2,Ingressante,Quartzo,5.061,0.0,2.9,7.5,4.6,7.7,7.7,5.0,-1.0,M,B,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-916,14.0,4.0,4,Veterano,Topázio,8.866,8.3,9.7,7.5,7.8,9.2,9.3,10.0,0.0,F,R,1,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-919,16.0,1.0,6,Veterano,Ágata,6.517,7.5,3.9,7.5,5.5,7.8,6.8,10.0,0.0,F,R,0,0,2,6.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-922,11.0,2.0,2,Veterano,Ametista,7.475,8.5,6.7,6.3,5.6,8.5,8.5,10.0,0.0,F,P,0,0,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-923,9.0,1.0,0,Veterano,Ágata,5.910,8.0,8.3,5.0,3.9,6.6,5.0,5.0,-1.0,F,R,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-926,13.0,3.0,2,Veterano,Ametista,7.219,9.0,7.9,5.0,6.9,7.5,8.1,5.0,-1.0,M,P,0,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-927,10.0,1.0,1,Veterano,Ametista,7.247,7.4,8.8,7.5,4.7,8.1,8.8,5.0,-1.0,M,R,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-930,16.0,2.0,5,Veterano,Topázio,8.355,10.0,8.3,7.5,9.0,8.0,9.3,5.0,-1.0,M,B,1,1,4,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-931,10.0,2.0,1,Veterano,Ametista,7.757,8.5,9.6,6.9,6.6,8.3,8.2,5.0,-1.0,M,B,0,0,3,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-932,13.0,4.0,3,Veterano,Ametista,7.289,10.0,5.8,7.5,6.4,7.1,6.9,10.0,0.0,M,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-937,11.0,3.0,2,Ingressante,Topázio,8.581,10.0,8.3,7.5,8.3,8.1,8.4,10.0,0.0,F,B,0,0,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-938,14.0,5.0,3,Veterano,Ágata,6.883,8.8,7.5,6.3,6.0,7.9,7.0,5.0,-1.0,F,B,1,0,2,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
