nome,ano,anos_pm,bolsista_encoded,cg,diff_fase,iaa,ian,ida,idade,ieg,inde,ipp,ips,ipv,na_fase,ponto_virada_encoded,sexo_encoded
ALUNO-316,2022,0.0,0,764.0,0.0,6.66667,10.0,3.0,13.0,5.095108695652174,5.671800072463768,6.25,7.5,5.055556666666665,1,0,0.0
ALUNO-317,2022,0.0,0,352.0,-2.0,9.50002,5.0,7.583333333333334,11.0,6.999961778083552,7.412495022283378,5.625,7.5,8.66667,0,1,1.0
ALUNO-320,2022,0.0,0,78.0,0.0,10.00002,10.0,7.5,11.0,8.222222222222223,8.226391777777778,6.875,7.5,8.222226666666668,1,0,0.0
ALUNO-322,2022,0.0,0,669.0,-1.0,9.50002,5.0,3.666666666666667,11.0,7.222222222222222,6.350000444444445,5.833333333333334,7.5,6.944436666666666,0,0,1.0
ALUNO-323,2020,4.0,1,678.0,-1.0,8.000020000000001,5.0,4.5,11.0,9.1,6.053335000000001,2.5,5.0,6.416665,0,0,0.0
ALUNO-323,2021,5.0,1,678.0,-2.0,7.4,5.0,3.3,12.0,7.1,4.976,3.8,4.4,4.3,0,0,0.0
ALUNO-323,2022,6.0,1,678.0,-2.0,6.91668,5.0,5.083333333333334,13.0,9.217813051146384,6.322731276895944,6.041666666666667,5.0,5.833336666666666,0,0,0.0
ALUNO-325,2022,0.0,0,856.0,-1.0,0.0,5.0,1.666666666666667,9.0,4.302832244008714,3.898064782135077,5.0,4.375,6.333325,0,0,0.0
ALUNO-326,2022,0.0,0,97.0,-1.0,8.500020000000001,5.0,9.45,9.0,8.922266139657445,8.15362222793149,5.625,7.5,9.083335,0,1,0.0
ALUNO-327,2022,0.0,0,30.0,0.0,8.500020000000001,10.0,9.15,8.0,9.0,8.538335,6.25,7.5,8.416665,1,1,0.0
ALUNO-330,2020,3.0,0,152.0,-1.0,8.000020000000001,5.0,8.5,10.0,7.9,7.680002,7.5,7.5,8.0,0,0,0.0
ALUNO-330,2022,0.0,0,152.0,0.0,8.33334,10.0,6.611111111111112,12.0,8.575000000000001,7.958056222222224,8.125,7.5,7.625,1,0,0.0
ALUNO-331,2021,0.0,0,26.0,0.0,9.0,10.0,7.3,8.0,10.0,8.923,8.4,7.5,9.8,1,1,0.0
ALUNO-331,2022,1.0,1,26.0,0.0,9.50002,10.0,9.25,9.0,10.0,8.622225333333333,6.041666666666667,5.625,8.277783333333332,1,0,0.0
ALUNO-332,2020,1.0,0,12.0,-2.0,9.50002,5.0,10.0,12.0,9.2,8.258057333333333,7.291666666666667,7.5,7.444443333333333,0,0,1.0
ALUNO-332,2021,2.0,0,12.0,-1.0,9.0,5.0,7.4,13.0,9.6,8.342,8.3,7.5,9.8,0,1,1.0
ALUNO-332,2022,3.0,0,12.0,0.0,9.50002,10.0,8.75,14.0,10.0,8.750002666666667,6.666666666666666,7.5,8.166670000000002,1,0,1.0
ALUNO-333,2022,0.0,0,301.0,0.0,10.00002,10.0,7.683333333333334,8.0,7.132034632034632,7.523491593073594,5.3125,5.625,7.33333,1,0,0.0
ALUNO-334,2022,0.0,0,695.0,0.0,0.0,10.0,5.9,8.0,5.0,6.252917,5.9375,8.125,8.333335,1,0,1.0
ALUNO-336,2021,1.0,0,441.0,-1.0,9.0,5.0,6.9,9.0,10.0,7.533,7.5,6.3,6.9,0,0,1.0
ALUNO-336,2022,2.0,0,441.0,-2.0,9.000020000000001,5.0,6.25,11.0,8.215624531414004,7.172291906282801,5.625,7.5,7.833325,0,0,1.0
ALUNO-337,2020,4.0,1,449.0,1.0,8.33334,10.0,7.0,14.0,9.9,8.952223333333334,9.166666666666666,10.0,9.111113333333332,0,1,1.0
ALUNO-337,2021,5.0,1,449.0,-1.0,7.5,5.0,7.3,15.0,8.1,7.661,8.8,7.5,8.5,0,0,1.0
ALUNO-337,2022,6.0,1,449.0,-1.0,0.0,5.0,7.98888888888889,16.0,7.580379978078188,7.123577106726749,8.75,8.125,9.111116666666666,0,1,1.0
ALUNO-340,2020,2.0,0,756.0,-1.0,8.33334,5.0,7.0,14.0,9.4,7.595277333333334,8.541666666666666,7.5,6.888883333333333,0,0,0.0
ALUNO-340,2021,3.0,0,756.0,-2.0,8.8,5.0,7.0,15.0,8.1,7.8,8.3,7.5,9.1,0,1,0.0
ALUNO-340,2022,4.0,0,756.0,-1.0,8.33334,5.0,2.494444444444444,16.0,6.073717948717948,5.717800478632479,6.875,7.5,6.166670000000001,0,0,0.0
ALUNO-342,2020,4.0,1,481.0,0.0,9.000020000000001,10.0,8.0,11.0,9.2,8.133752000000001,5.3125,5.625,8.5,1,0,1.0
ALUNO-342,2021,5.0,1,481.0,-1.0,8.5,5.0,7.6,12.0,6.7,7.392,7.5,7.5,8.4,0,0,1.0
ALUNO-342,2022,6.0,1,481.0,0.0,0.0,10.0,6.277777777777778,13.0,8.825757575757576,7.024874570707071,8.75,4.375,8.458337499999999,1,1,1.0
ALUNO-345,2020,1.0,0,755.0,0.0,8.500020000000001,10.0,10.0,8.0,10.0,8.5,7.5,7.5,5.74999,1,0,1.0
ALUNO-345,2021,2.0,0,755.0,0.0,9.5,10.0,4.2,9.0,5.0,6.764,7.7,7.5,7.3,1,0,1.0
ALUNO-345,2022,3.0,0,755.0,-1.0,9.000020000000001,5.0,1.333333333333333,10.0,7.041062801932369,5.72210322705314,5.416666666666667,7.5,6.777776666666666,0,0,1.0
ALUNO-347,2022,0.0,0,366.0,0.0,10.00002,10.0,6.833333333333334,8.0,8.571428571428571,7.387203380952382,4.0625,5.0,6.999995,1,0,1.0
ALUNO-348,2020,1.0,0,630.0,-1.0,9.50002,5.0,9.5,9.0,10.0,7.79167,2.5,6.25,7.83334,0,0,0.0
ALUNO-348,2021,2.0,0,630.0,-1.0,10.0,5.0,6.4,10.0,8.8,7.558,7.7,7.5,7.5,0,0,0.0
ALUNO-348,2022,3.0,0,630.0,-1.0,8.500020000000001,5.0,3.666666666666667,11.0,8.815217391304348,6.589433478260871,6.041666666666667,7.5,6.94444,0,0,0.0
ALUNO-350,2022,0.0,0,37.0,0.0,9.50002,10.0,9.066666666666666,8.0,8.608324043106652,8.480834141954665,5.625,7.5,8.41667,1,1,1.0
ALUNO-351,2022,0.0,0,129.0,0.0,8.000020000000001,10.0,7.75,11.0,10.0,8.062502666666667,6.458333333333334,5.0,7.833336666666667,1,0,0.0
ALUNO-352,2021,0.0,0,623.0,0.0,7.5,10.0,3.5,14.0,3.6,5.783,7.2,7.5,5.7,1,0,1.0
ALUNO-352,2022,1.0,0,623.0,-1.0,8.75001,5.0,4.666666666666667,15.0,6.7748840426859,6.607060641870514,7.1875,7.5,7.3749975,0,0,1.0
ALUNO-356,2022,0.0,0,626.0,-1.0,10.00002,5.0,7.916666666666666,9.0,5.833333333333334,6.602085000000001,5.3125,4.375,6.916665,0,0,0.0
ALUNO-357,2021,0.0,0,666.0,0.0,8.3,10.0,5.9,13.0,5.3,6.854,7.3,7.5,6.6,1,0,1.0
ALUNO-357,2022,1.0,0,666.0,-1.0,9.16668,5.0,5.111111111111111,14.0,5.694444444444445,6.361110611111111,7.5,7.5,6.4166575,0,0,1.0
ALUNO-358,2022,0.0,0,706.0,-1.0,7.91667,5.0,3.5,18.0,8.333333333333334,6.112499666666667,6.875,5.0,6.33333,0,0,1.0
ALUNO-359,2020,1.0,0,162.0,0.0,8.500020000000001,10.0,7.0,10.0,9.3,8.175279333333334,7.708333333333334,7.5,7.722219999999999,1,0,0.0
ALUNO-359,2021,2.0,0,162.0,-1.0,8.0,5.0,8.0,11.0,5.0,7.326,8.5,7.5,9.1,0,1,0.0
ALUNO-359,2022,3.0,0,162.0,0.0,8.33334,10.0,6.944444444444444,12.0,7.709305944600063,7.925542577808901,8.28125,7.5,7.9166675,1,0,0.0
ALUNO-360,2022,0.0,0,734.0,0.0,6.66667,10.0,3.833333333333333,13.0,5.083333333333334,5.938541333333333,7.34375,5.625,5.95833,1,0,0.0
ALUNO-362,2022,0.0,0,145.0,0.0,7.5,10.0,6.111111111111112,13.0,9.171099744245524,7.992900671071327,8.28125,7.5,8.041667499999999,1,0,0.0
ALUNO-363,2021,0.0,0,348.0,0.0,10.0,10.0,6.5,8.0,8.3,8.231,7.8,7.5,8.7,1,0,1.0
ALUNO-363,2022,1.0,0,348.0,-1.0,10.00002,5.0,7.833333333333334,9.0,8.737179487179487,7.420353564102564,4.0625,7.5,7.249995,0,0,1.0
ALUNO-364,2020,1.0,0,683.0,0.0,9.000020000000001,10.0,7.5,9.0,9.9,7.813335,5.625,4.375,7.166665,1,0,0.0
ALUNO-364,2021,2.0,0,683.0,0.0,0.0,10.0,4.7,10.0,7.5,6.306,7.1,4.4,8.6,1,0,0.0
ALUNO-364,2022,3.0,0,683.0,0.0,7.416679999999999,10.0,5.0,11.0,6.869488536155202,6.312788373897707,6.041666666666667,4.375,5.77778,1,0,0.0
ALUNO-365,2020,3.0,1,731.0,0.0,9.58335,10.0,6.666666666666667,15.0,9.6,8.396044333333334,8.59375,5.0,9.125005000000002,1,1,1.0
ALUNO-365,2021,4.0,1,731.0,0.0,9.2,10.0,6.5,16.0,6.9,7.376,6.9,5.0,7.9,1,0,1.0
ALUNO-365,2022,5.0,1,731.0,0.0,8.75001,10.0,5.011111111111111,17.0,4.46764705882353,5.951307967320262,5.625,5.625,5.277776666666666,1,0,1.0
ALUNO-366,2022,0.0,0,781.0,-1.0,5.41666,5.0,3.055555555555556,14.0,6.851190476190476,5.557388706349206,7.34375,6.25,5.8749925,0,0,0.0
ALUNO-369,2022,0.0,0,645.0,-2.0,8.75001,5.0,5.0,17.0,7.605800653594771,6.487826797385621,5.416666666666667,7.5,6.499995,0,0,1.0
ALUNO-370,2020,1.0,0,237.0,0.0,8.75001,10.0,6.5,13.0,9.9,8.613335,8.75,7.5,9.166669999999998,1,1,0.0
ALUNO-370,2021,2.0,0,237.0,-1.0,7.9,5.0,9.1,14.0,8.9,8.196,9.0,6.3,8.9,0,0,0.0
ALUNO-370,2022,3.0,0,237.0,-1.0,8.33334,5.0,8.555555555555555,15.0,7.780032467532467,7.692119104617605,8.125,5.625,8.5833375,0,1,0.0
ALUNO-373,2020,3.0,0,757.0,-1.0,8.75001,5.0,5.666666666666667,14.0,5.0,6.216666833333334,8.125,5.625,6.6666625,0,0,1.0
ALUNO-373,2021,4.0,0,757.0,-1.0,9.2,5.0,1.5,15.0,4.4,4.712,7.2,5.6,4.2,0,0,1.0
ALUNO-373,2022,5.0,0,757.0,-1.0,8.75001,5.0,2.911111111111111,16.0,6.646998834498834,5.711969322455323,7.03125,5.0,6.111106666666666,0,0,1.0
ALUNO-375,2020,4.0,1,95.0,0.0,9.000020000000001,10.0,9.5,10.0,9.5,9.33542,9.6875,7.5,9.58334,1,1,1.0
ALUNO-375,2021,5.0,1,95.0,0.0,9.5,10.0,8.1,11.0,10.0,8.858,7.5,7.5,8.9,1,0,1.0
ALUNO-375,2022,6.0,1,95.0,0.0,9.16668,10.0,6.688888888888887,12.0,8.893762183235868,8.155073214424952,8.59375,5.625,8.5,1,1,1.0
ALUNO-377,2020,3.0,1,510.0,1.0,9.58335,10.0,6.0,11.0,6.7,7.412223000000001,8.541666666666666,4.375,8.111106666666666,0,0,0.0
ALUNO-377,2021,4.0,1,510.0,0.0,8.8,10.0,4.2,12.0,7.5,7.11,7.5,5.6,7.9,1,0,0.0
ALUNO-377,2022,5.0,1,510.0,0.0,7.08333,10.0,4.722222222222222,13.0,8.08025308025308,6.94278506049506,7.65625,5.0,7.04166,1,0,0.0
ALUNO-378,2020,4.0,1,344.0,0.0,7.91667,10.0,7.0,15.0,9.7,7.969167,8.125,3.75,8.25,1,0,0.0
ALUNO-378,2021,5.0,1,344.0,0.0,6.7,10.0,7.7,16.0,7.8,7.441,7.8,4.4,7.3,1,0,0.0
ALUNO-378,2022,6.0,1,344.0,0.0,7.91667,10.0,5.188888888888889,17.0,8.648039215686275,7.427454954248366,8.28125,5.625,7.388886666666666,1,0,0.0
ALUNO-381,2020,1.0,0,503.0,-1.0,9.50002,5.0,8.5,9.0,9.8,6.443336,2.5,2.5,4.16667,0,0,0.0
ALUNO-381,2021,2.0,0,503.0,-2.0,9.5,5.0,6.1,10.0,8.3,7.052,7.8,6.3,6.6,0,0,0.0
ALUNO-381,2022,3.0,0,503.0,-2.0,9.000020000000001,5.0,8.0,11.0,6.891025641025642,6.953207128205129,5.625,5.625,7.25,0,0,0.0
ALUNO-386,2022,0.0,0,604.0,-1.0,8.500020000000001,5.0,4.916666666666666,9.0,8.69551282051282,6.655769897435897,5.625,4.375,7.91666,0,0,1.0
ALUNO-387,2020,2.0,0,814.0,-1.0,9.000020000000001,5.0,6.0,13.0,5.6,6.289445333333333,6.875,4.375,7.222216666666665,0,0,0.0
ALUNO-387,2021,3.0,0,814.0,-1.0,7.9,5.0,6.6,14.0,5.8,6.19,7.3,5.0,5.9,0,0,0.0
ALUNO-387,2022,4.0,0,814.0,-1.0,7.5,5.0,3.222222222222222,15.0,5.126395534290271,5.159305551302499,6.5625,6.25,4.79166,0,0,0.0
ALUNO-388,2020,2.0,0,651.0,-1.0,8.000020000000001,5.0,5.5,12.0,8.8,7.0419453333333335,6.875,7.5,7.222216666666665,0,0,1.0
ALUNO-388,2021,3.0,0,651.0,-1.0,9.5,5.0,3.8,13.0,3.8,6.007,7.5,7.5,7.7,0,0,1.0
ALUNO-388,2022,4.0,0,651.0,-2.0,9.50002,5.0,2.5,14.0,8.756613756613756,6.445768751322752,5.833333333333334,7.5,7.055553333333332,0,0,1.0
ALUNO-391,2022,0.0,0,131.0,-1.0,9.50002,5.0,9.0,9.0,9.245857699805068,8.057507539961014,5.625,5.625,9.16667,0,1,1.0
ALUNO-392,2022,0.0,0,417.0,0.0,8.500020000000001,10.0,5.666666666666667,8.0,8.094541910331383,7.22724271539961,5.625,5.625,7.499995,1,0,1.0
ALUNO-394,2020,4.0,1,468.0,-1.0,7.5,5.0,6.333333333333333,15.0,5.3,5.934999666666666,6.25,5.0,6.166665,0,0,1.0
ALUNO-394,2021,5.0,1,468.0,-2.0,7.1,5.0,5.2,16.0,5.3,6.053,7.2,6.9,6.7,0,0,1.0
ALUNO-394,2022,6.0,1,468.0,-3.0,7.5,2.5,7.266666666666666,17.0,8.895292207792206,7.056350274891774,7.65625,5.0,7.7916675,0,0,1.0
ALUNO-395,2022,2.0,0,817.0,-3.0,9.16668,2.5,2.777777777777777,16.0,4.077797202797203,5.062781496114996,6.25,7.5,5.7499925,0,0,0.0
ALUNO-396,2020,1.0,0,698.0,-1.0,7.5,5.0,8.0,15.0,9.1,7.454722,8.125,7.5,6.11111,0,0,0.0
ALUNO-396,2021,2.0,0,698.0,-1.0,7.9,5.0,7.2,16.0,8.1,7.593,7.7,7.5,8.7,0,0,0.0
ALUNO-396,2022,3.0,0,698.0,-1.0,7.91667,5.0,4.988888888888888,17.0,6.083816678845451,6.241624113546868,7.1875,7.5,6.333329999999999,0,0,0.0
ALUNO-398,2022,0.0,0,512.0,0.0,9.50002,10.0,5.566666666666667,8.0,5.87121212121212,6.931326757575758,5.3125,5.625,7.999995,1,0,1.0
ALUNO-402,2022,0.0,0,457.0,0.0,8.000020000000001,10.0,5.25,8.0,7.669227535068609,7.096346507013722,5.625,7.5,6.999995,1,0,1.0
ALUNO-403,2021,0.0,0,775.0,0.0,9.2,10.0,6.4,13.0,7.2,7.878,7.9,7.5,8.5,1,0,0.0
ALUNO-403,2022,1.0,0,775.0,0.0,0.0,10.0,3.944444444444445,14.0,5.284743991640544,5.596878687216997,7.34375,6.25,6.95833,1,0,0.0
ALUNO-404,2020,4.0,1,6.0,0.0,10.00002,10.0,6.666666666666667,13.0,9.9,8.318544833333334,8.59375,4.375,8.5416725,1,0,1.0
ALUNO-404,2021,5.0,1,6.0,0.0,8.8,10.0,7.4,14.0,9.2,8.499,8.9,7.5,8.3,1,0,1.0
ALUNO-404,2022,6.0,1,6.0,0.0,8.33334,10.0,8.511111111111111,15.0,9.660633484162895,8.940600419054803,8.4375,8.125,9.0833375,1,1,1.0
ALUNO-405,2021,0.0,0,483.0,0.0,8.5,10.0,6.0,8.0,8.3,7.767,7.5,7.5,7.8,1,0,1.0
ALUNO-405,2022,1.0,0,483.0,0.0,8.500020000000001,10.0,3.916666666666667,9.0,8.38903743315508,7.011141486631016,5.833333333333334,7.5,6.833326666666667,1,0,1.0
ALUNO-406,2020,2.0,0,199.0,-1.0,9.000020000000001,5.0,9.5,10.0,8.8,7.978752000000001,7.1875,7.5,7.25,0,0,0.0
ALUNO-406,2021,3.0,0,199.0,-1.0,9.0,5.0,6.4,11.0,8.3,6.868,7.5,6.9,5.4,0,0,0.0
ALUNO-406,2022,4.0,0,199.0,-2.0,9.000020000000001,5.0,9.166666666666668,12.0,8.166666666666666,7.808336000000001,6.25,7.5,7.833336666666667,0,0,0.0
ALUNO-407,2020,2.0,1,7.0,0.0,5.83333,10.0,7.666666666666667,13.0,9.9,8.289376333333333,8.59375,5.0,9.166675,1,1,1.0
ALUNO-407,2021,3.0,1,7.0,0.0,8.3,10.0,6.6,14.0,8.9,8.475,9.2,7.5,9.4,1,1,1.0
ALUNO-407,2022,4.0,1,7.0,0.0,8.33334,10.0,7.722222222222222,15.0,9.615384615384617,8.920648367521368,8.90625,8.125,9.583340000000002,1,1,1.0
ALUNO-409,2022,0.0,0,664.0,-1.0,5.75,5.0,5.5,13.0,8.393939393939394,6.380177212121212,6.041666666666666,5.0,7.111113333333333,0,0,1.0
ALUNO-410,2022,0.0,0,811.0,-1.0,0.0,5.0,5.366666666666667,9.0,5.132275132275131,5.19770335978836,5.3125,7.5,6.583325,0,0,0.0
ALUNO-411,2022,0.0,0,359.0,0.0,9.000020000000001,10.0,4.166666666666667,8.0,9.380844645550528,7.405336262443439,5.625,7.5,7.41666,1,0,1.0
ALUNO-412,2022,0.0,0,219.0,0.0,9.50002,10.0,5.75,9.0,9.393939393939394,7.744066545454546,6.041666666666667,7.5,7.055549999999999,1,0,0.0
ALUNO-413,2022,0.0,0,546.0,-1.0,8.500020000000001,5.0,3.25,13.0,9.696969696969695,6.825507272727274,6.25,7.5,7.555556666666667,0,0,0.0
ALUNO-415,2022,0.0,0,681.0,-4.0,7.91667,2.5,3.666666666666667,18.0,8.72737556561086,6.315265946455505,7.03125,7.5,6.7083275,0,0,0.0
ALUNO-416,2020,2.0,0,482.0,-1.0,9.000020000000001,5.0,7.0,13.0,9.7,7.780279333333334,7.708333333333334,6.25,8.22222,0,0,1.0
ALUNO-416,2021,3.0,0,482.0,-2.0,9.0,5.0,6.9,14.0,8.8,7.349,7.3,4.4,8.2,0,0,1.0
ALUNO-416,2022,4.0,0,482.0,-2.0,10.00002,5.0,6.288888888888889,15.0,8.132297717537991,7.021737821285376,7.5,5.625,6.6249925,0,0,1.0
ALUNO-417,2022,0.0,0,322.0,0.0,8.500020000000001,10.0,6.75,9.0,8.005698005698004,7.480306934472935,5.625,7.5,6.833326666666667,1,0,1.0
ALUNO-418,2022,0.0,0,589.0,-2.0,9.000020000000001,5.0,5.416666666666667,11.0,8.491715399610136,6.706677413255361,5.625,5.625,6.999995,0,0,1.0
ALUNO-419,2022,0.0,0,470.0,-2.0,10.00002,5.0,5.166666666666667,16.0,8.256563479623825,7.051313529258098,7.5,7.5,6.8333275,0,0,1.0
ALUNO-420,2022,0.0,0,85.0,-1.0,9.50002,5.0,9.083333333333334,11.0,9.233954451345756,8.199571556935819,6.25,7.5,8.55556,0,1,1.0
ALUNO-421,2020,2.0,0,777.0,-2.0,9.58335,5.0,7.666666666666667,15.0,5.9,7.137293833333334,7.65625,7.5,7.2500025,0,0,0.0
ALUNO-421,2021,3.0,0,777.0,-2.0,9.2,5.0,5.8,16.0,5.8,6.624,7.7,7.5,6.9,0,0,0.0
ALUNO-421,2022,4.0,0,777.0,-2.0,9.16668,5.0,5.611111111111111,17.0,6.14606227106227,5.580600676434676,4.375,5.0,4.37499,0,0,0.0
ALUNO-422,2021,0.0,0,260.0,-2.0,9.0,5.0,7.2,11.0,10.0,7.965,8.4,7.5,7.7,0,0,1.0
ALUNO-422,2022,1.0,0,260.0,-1.0,9.50002,5.0,7.083333333333334,11.0,9.18837803320562,7.633511273307791,5.625,7.5,8.083335,0,0,1.0
ALUNO-424,2020,3.0,0,561.0,-2.0,9.000020000000001,5.0,9.0,12.0,8.8,7.912085,7.1875,7.5,7.416665,0,0,1.0
ALUNO-424,2021,4.0,0,561.0,-1.0,9.0,5.0,4.5,13.0,5.0,5.99,7.3,7.5,6.1,0,0,1.0
ALUNO-424,2022,5.0,0,561.0,-2.0,9.000020000000001,5.0,5.416666666666666,14.0,7.677655677655677,6.77720046886447,6.666666666666666,6.25,7.333336666666667,0,0,1.0
ALUNO-425,2020,1.0,0,646.0,0.0,8.75001,10.0,7.333333333333333,13.0,6.2,7.131665666666668,6.666666666666667,7.5,5.666656666666667,1,0,1.0
ALUNO-425,2021,2.0,0,646.0,-1.0,9.2,5.0,5.5,14.0,6.4,6.642,7.1,7.5,6.9,0,0,1.0
ALUNO-425,2022,3.0,0,646.0,-1.0,10.00002,5.0,4.611111111111112,15.0,6.345970206264323,6.477875763475088,7.03125,7.5,6.6666625,0,0,1.0
ALUNO-427,2022,0.0,0,29.0,0.0,9.50002,10.0,9.516666666666667,8.0,9.22829183698749,8.565661700730832,5.625,6.875,8.08334,1,0,1.0
ALUNO-428,2022,0.0,0,274.0,-1.0,9.000020000000001,5.0,7.833333333333334,11.0,8.337844611528823,7.592571588972432,6.25,7.5,7.91667,0,0,1.0
ALUNO-429,2022,0.0,0,537.0,-1.0,8.000020000000001,5.0,5.75,13.0,7.749881291547958,6.854144924976259,6.041666666666667,7.5,7.5,0,0,1.0
ALUNO-430,2022,0.0,0,472.0,-2.0,8.000020000000001,5.0,6.333333333333334,11.0,8.34008097165992,7.049267860998651,5.3125,7.5,7.666665,0,0,1.0
ALUNO-432,2021,1.0,0,826.0,-2.0,9.0,5.0,2.6,11.0,6.7,4.946,2.5,5.0,4.8,0,0,1.0
ALUNO-432,2022,2.0,0,826.0,-1.0,6.91668,5.0,3.75,11.0,7.222222222222223,4.948613444444445,3.125,5.0,3.750005,0,0,1.0
ALUNO-433,2022,0.0,0,69.0,0.0,7.00002,10.0,7.5,11.0,10.0,8.263890666666667,6.25,7.5,8.444443333333334,1,1,1.0
ALUNO-434,2022,0.0,0,174.0,-1.0,10.00002,5.0,6.055555555555556,14.0,10.0,7.888891111111111,8.125,6.875,8.38889,0,1,1.0
ALUNO-436,2021,0.0,0,690.0,-1.0,9.5,5.0,6.3,13.0,8.8,7.743,8.5,7.5,8.4,0,0,1.0
ALUNO-436,2022,1.0,0,690.0,-1.0,9.000020000000001,5.0,4.75,13.0,5.64102564102564,6.286539794871795,6.25,7.5,7.166663333333332,0,0,1.0
ALUNO-437,2020,2.0,0,234.0,0.0,10.00002,10.0,5.5,9.0,8.5,7.808335333333335,7.916666666666668,7.5,7.333333333333333,1,0,1.0
ALUNO-437,2021,3.0,0,234.0,0.0,8.5,10.0,4.0,10.0,5.0,6.482,7.7,7.5,6.6,1,0,1.0
ALUNO-437,2022,4.0,0,234.0,-1.0,8.500020000000001,5.0,8.75,11.0,8.777777777777779,7.700002222222222,5.833333333333334,7.5,7.555556666666667,0,0,1.0
ALUNO-438,2021,0.0,0,745.0,-2.0,9.2,5.0,2.8,17.0,5.3,5.756,7.5,7.5,6.1,0,0,0.0
ALUNO-438,2022,1.0,0,745.0,-1.0,7.91667,5.0,3.305555555555556,18.0,4.521078431372549,5.848312797385621,7.96875,7.5,7.222219999999999,0,0,0.0
ALUNO-441,2020,1.0,0,554.0,0.0,9.50002,10.0,8.5,11.0,7.4,7.599446,5.0,6.25,6.72222,1,0,0.0
ALUNO-441,2021,2.0,0,554.0,-1.0,9.0,5.0,7.8,12.0,7.9,7.571,8.1,6.3,8.0,0,0,0.0
ALUNO-441,2022,3.0,0,554.0,0.0,8.75001,10.0,6.344444444444445,13.0,5.765262340634195,6.802149357015729,7.34375,5.625,6.04166,1,0,0.0
ALUNO-444,2021,0.0,0,399.0,-1.0,9.5,5.0,5.1,11.0,4.2,6.469,8.1,7.5,8.1,0,0,1.0
ALUNO-444,2022,1.0,0,399.0,-1.0,8.000020000000001,5.0,5.933333333333334,13.0,9.342251950947604,7.284286390189521,6.458333333333334,7.5,7.66667,0,0,1.0
ALUNO-446,2022,0.0,0,244.0,-2.0,8.000020000000001,5.0,7.833333333333334,11.0,9.568151147098517,7.676131896086369,5.625,7.5,7.916665,0,0,0.0
ALUNO-447,2020,1.0,0,393.0,-2.0,8.500020000000001,5.0,9.5,10.0,10.0,7.0,2.5,5.0,4.99999,0,0,0.0
ALUNO-447,2021,2.0,0,393.0,-1.0,9.5,5.0,6.4,11.0,9.6,7.69,7.9,5.0,8.7,0,0,0.0
ALUNO-447,2022,3.0,0,393.0,-2.0,8.500020000000001,5.0,7.416666666666666,12.0,8.897630147630148,7.301750696192697,6.041666666666667,5.625,7.611113333333334,0,0,0.0
ALUNO-448,2020,1.0,0,321.0,0.0,9.50002,10.0,1.5,11.0,8.9,7.510557333333334,8.541666666666666,9.375,8.444443333333332,1,0,1.0
ALUNO-448,2021,2.0,0,321.0,0.0,9.2,10.0,6.3,12.0,7.8,7.85,7.5,7.5,8.1,1,0,1.0
ALUNO-448,2022,3.0,0,321.0,-1.0,9.000020000000001,5.0,5.583333333333333,13.0,9.14141414141414,7.482452161616162,6.875,7.5,8.500003333333334,0,1,1.0
ALUNO-449,2020,1.0,0,235.0,0.0,9.50002,10.0,10.0,9.0,9.2,8.745557333333332,7.5,7.5,7.277776666666666,1,0,1.0
ALUNO-449,2021,2.0,0,235.0,0.0,8.5,10.0,4.9,10.0,7.5,7.653,8.5,7.5,8.6,1,0,1.0
ALUNO-449,2022,3.0,0,235.0,0.0,8.000020000000001,10.0,6.166666666666666,11.0,8.271604938271604,7.694600987654322,6.458333333333334,7.5,8.055556666666666,1,0,1.0
ALUNO-450,2020,1.0,0,846.0,-1.0,7.91667,5.0,6.666666666666667,15.0,6.4,6.957083833333334,8.4375,7.5,7.2916675,0,0,0.0
ALUNO-450,2021,2.0,0,846.0,-1.0,7.1,5.0,6.3,16.0,7.5,7.196,8.1,7.5,8.3,0,0,0.0
ALUNO-450,2022,3.0,0,846.0,-2.0,7.91667,5.0,1.166666666666667,17.0,1.950757575757576,4.331819181818182,5.0,7.5,5.833336666666667,0,0,0.0
ALUNO-452,2021,0.0,0,486.0,-1.0,7.0,5.0,4.8,11.0,8.8,7.118,8.1,7.5,8.3,0,0,0.0
ALUNO-452,2022,1.0,0,486.0,-1.0,6.91668,5.0,6.916666666666667,11.0,8.705128205128204,7.003526974358975,6.25,5.625,7.5,0,0,0.0
ALUNO-454,2022,0.0,0,259.0,-2.0,8.33334,5.0,7.755555555555556,17.0,7.532623626373626,7.639929503052503,7.65625,7.5,8.666673333333332,0,1,0.0
ALUNO-455,2020,1.0,0,47.0,1.0,9.50002,10.0,7.0,9.0,9.3,8.586392000000002,7.708333333333334,7.5,9.277783333333334,0,1,1.0
ALUNO-455,2021,2.0,0,47.0,0.0,8.5,10.0,4.9,10.0,7.1,7.154,7.3,7.5,7.2,1,0,1.0
ALUNO-455,2022,3.0,0,47.0,0.0,9.000020000000001,10.0,8.083333333333332,11.0,9.555555555555555,8.400003111111111,6.666666666666666,7.5,7.777783333333335,1,0,1.0
ALUNO-456,2022,0.0,0,180.0,-1.0,8.500020000000001,5.0,7.75,11.0,9.30959595959596,7.866088525252525,6.875,7.5,8.333336666666668,0,0,1.0
ALUNO-461,2022,0.0,0,185.0,-1.0,9.000020000000001,5.0,7.416666666666666,11.0,9.0,7.856253333333334,6.5625,7.5,8.83334,0,1,1.0
