nome,idade,anos_pm,inde,pedra,iaa,ieg,ips,ida,ipp,ipv,ian,sexo,corraca,fase,bolsista_encoded,ponto_virada_encoded,pedra_encoded,destaque_ieg_resultado,destaque_ida_resultado,destaque_ipv_resultado,destaque_ieg_resultado_encoded,destaque_ida_resultado_encoded,destaque_ipv_resultado_encoded
ALUNO-638,13.0,1,6.906668,Ágata,9.000020000000001,9.2,5,8.5,2.5,6.08333,5,F,R,1,0,0,2,Positivo,Positivo,Negativo,1,1,-1
ALUNO-639,11.0,1,6.067778,Quartzo,7.91668,5.7,7.5,1.5,7.083333333333333,6.888883333333332,10,M,B,2,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-640,18.0,1,7.159376333333334,Ágata,8.33334,8,7.5,4.666666666666667,8.59375,8.41667,5,M,B,7,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-642,9.0,1,8.003890666666667,Ametista,7.50002,6.7,7.5,10,7.083333333333334,7.277776666666666,10,F,P,1,0,0,3,Negativo,Positivo,Positivo,-1,1,1
ALUNO-644,10.0,2,8.626253,Topázio,9.500020000000001,8.6,8.75,10,7.8125,9.000005,5,F,B,1,0,1,4,Positivo,Positivo,Negativo,1,1,-1
ALUNO-645,8.0,0,8.600003000000001,Topázio,9.000020000000001,10,7.5,9.5,7.5,6.500005,10,F,P,0,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-646,11.0,1,7.811252000000001,Ametista,8.000020000000001,8.4,7.5,8.5,5.3125,6.75,10,F,R,2,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-647,11.0,2,7.201112666666667,Ágata,8.500020000000001,8.2,5,7.5,6.666666666666667,7.722219999999999,5,F,B,1,0,0,2,Positivo,Positivo,Negativo,1,1,-1
ALUNO-648,12.0,1,6.569166666666667,Ágata,7.9166799999999995,6.2,7.5,5,6.875000000000001,5.499993333333334,10,F,B,3,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-655,8.0,0,8.470279333333334,Ametista,8.500020000000001,9.4,7.5,9,6.458333333333334,7.722219999999999,10,M,R,1,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-657,11.0,1,8.776947333333334,Topázio,9.000020000000001,9.6,7.5,8.5,8.958333333333332,8.055560000000002,10,M,B,2,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-659,11.0,1,5.8327085,Quartzo,7.91667,5.7,7.5,0,7.34375,7.0833325,10,M,R,3,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-661,17.0,3,8.261668,Ametista,9.16668,9.1,7.5,7,7.5,8.125,10,F,B,7,1,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-663,10.0,2,7.377085000000001,Ametista,9.000020000000001,8.5,6.25,9,4.6875,6.916665,5,M,P,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-664,15.0,1,9.219448333333334,Topázio,9.583350000000001,10,10,9.333333333333334,9.166666666666666,9.8889,5,M,B,4,1,1,4,Positivo,Positivo,Negativo,1,1,-1
ALUNO-666,17.0,2,3.831041,Quartzo,5.8333200000000005,0.4,7.5,0,4.84375,4.66667,10,M,B,7,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-668,10.0,0,7.728335333333334,Ametista,9.000020000000001,7.1,7.5,9,7.916666666666668,7.833333333333333,5,F,R,1,0,0,3,Negativo,Positivo,Negativo,-1,1,-1
ALUNO-670,16.0,0,8.195835666666667,Ametista,8.75001,7.5,9.375,8,9.166666666666666,9.33334,5,M,P,5,0,1,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-671,10.0,2,7.561112,Ametista,8.500020000000001,6,7.5,10,7.5,7.555549999999998,5,F,B,1,0,0,3,Negativo,Positivo,Negativo,-1,1,-1
ALUNO-672,9.0,2,7.709585000000001,Ametista,9.000020000000001,9.6,6.25,4.5,7.8125,7.916665,10,F,B,1,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-676,16.0,2,3.925834666666667,Quartzo,4.58334,1.9,3.75,0,8.125,7.000003333333334,5,F,R,5,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-677,10.0,1,7.75542,Ametista,9.500020000000001,9.1,6.25,9,3.4375,8.58334,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-678,10.0,1,4.72222,Quartzo,0,4.5,7.5,0,7.5,6.6111,10,M,R,2,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-680,17.0,1,7.079375000000001,Ágata,7.5,7.6,5.625,6.5,6.71875,6.375,10,F,B,7,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-681,13.0,2,5.648752,Quartzo,8.000020000000001,7.9,5,1.25,4.6875,7.75,5,F,B,2,0,0,1,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-682,10.0,0,8.138752,Ametista,9.000020000000001,9.6,7.5,9,7.1875,7.75,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-683,10.0,1,7.301666,Ametista,6.9166799999999995,9.8,5,10,2.5,6.99999,5,F,A,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-684,12.0,2,7.867223333333334,Ametista,10.000020000000001,8.1,7.5,9.5,5.416666666666666,7.777773333333332,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-685,8.0,1,7.730002000000001,Ametista,8.500020000000001,9.9,7.5,9.5,2.5,5,10,M,B,0,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-686,11.0,2,7.767919,Ametista,10.000020000000001,8.6,5,9,7.8125,7.333335,5,F,R,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-688,17.0,2,6.893959333333333,Ágata,6.25001,7.6,5.625,4.666666666666667,7.03125,7.75,10,F,R,7,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-689,11.0,3,7.776669999999999,Ametista,9.000020000000001,9.3,5,5.5,5,9.58334,10,F,B,2,1,1,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-691,11.0,1,7.694168666666667,Ametista,7.00002,9.2,6.25,9,7.291666666666667,7.5,5,M,B,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-693,8.0,0,8.25,Ametista,8.500020000000001,10,7.5,10,2.5,6.99999,10,F,B,0,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-695,8.0,0,8.631250000000001,Topázio,9.000020000000001,10,7.5,9,7.8125,6.99999,10,F,B,0,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-696,12.0,1,7.778336,Ametista,7.50002,9.6,7.5,6.5,7.916666666666668,8.833336666666666,5,F,R,2,0,1,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-698,16.0,0,7.008611666666667,Ágata,7.08333,8.8,5.625,5.333333333333333,8.333333333333334,7.888893333333335,5,F,B,5,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-699,12.0,1,6.792780666666667,Ágata,9.000020000000001,4.7,7.5,6.5,7.916666666666668,8.055560000000002,5,M,B,2,0,0,2,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-700,11.0,1,6.966111333333335,Ágata,9.000020000000001,6.9,7.5,4.5,7.916666666666668,6.222213333333333,10,F,B,2,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-702,9.0,1,8.818057333333334,Topázio,8.500020000000001,9.5,7.5,10,7.291666666666667,7.944443333333333,10,M,R,1,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-703,13.0,1,8.340419,Ametista,8.500020000000001,9.9,7.5,9.5,8.4375,7.583335,5,M,B,2,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-704,11.0,2,7.590002,Ametista,9.000020000000001,9.7,7.5,3.5,7.5,7.75,10,F,B,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-707,14.0,1,7.794168000000001,Ametista,9.000020000000001,8.7,7.5,8,7.708333333333334,7.666663333333333,5,M,B,2,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-708,10.0,1,8.004724,Ametista,8.500020000000001,8.1,7.5,10,7.291666666666667,7.777776666666667,5,F,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-710,10.0,2,8.431669,Ametista,9.500020000000001,8.2,6.25,9,7.5,8.333335,10,M,R,2,1,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-712,11.0,0,7.588752,Ametista,8.500020000000001,8.6,7.5,7.5,7.1875,7.75,5,M,B,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-713,11.0,1,6.066944666666666,Quartzo,5.83334,6.8,7.5,1.5,5.624999999999999,7.555553333333333,10,F,R,2,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-714,16.0,2,5.550414999999999,Quartzo,7.5,2.7,4.375,4.5,6.5625,6.333325,10,F,B,7,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-716,9.0,1,7.709168666666667,Ametista,9.000020000000001,9.9,7.5,3.5,8.125,7.833333333333333,10,M,B,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-718,14.0,1,5.546668666666667,Quartzo,9.000020000000001,7.4,4.375,0,7.291666666666667,7.5,5,F,B,2,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-719,10.0,3,5.688333333333334,Quartzo,8.000020000000001,5.4,4.375,1.5,7.708333333333334,6.49999,10,M,B,2,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-720,17.0,1,6.325276333333333,Ágata,6.24999,7.3,6.25,4,7.708333333333334,7.72222,5,M,R,5,0,0,2,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-721,12.0,1,5.660002,Quartzo,7.50002,7.3,5,4,2.5,7,5,F,R,1,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-724,11.0,1,7.861945333333334,Ametista,6.9166799999999995,9.4,7.5,6,7.291666666666667,8.055553333333332,10,M,B,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-725,11.0,2,6.730835000000001,Ágata,9.000020000000001,3.3,5,7,6.875,7.916665,10,M,B,2,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-731,17.0,1,6.437778666666668,Ágata,9.16668,7.8,3.125,4.333333333333333,7.708333333333334,7.555553333333333,5,F,R,5,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-732,14.0,2,7.851389666666667,Ametista,7.91667,7,7.5,7.666666666666667,8.541666666666666,7.611113333333334,10,M,R,4,0,0,3,Negativo,Positivo,Positivo,-1,1,1
ALUNO-733,11.0,2,7.044585,Ágata,8.500020000000001,7.9,8.125,2.5,7.1875,7.916665,10,M,B,2,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-737,11.0,1,8.070001999999999,Ametista,8.500020000000001,9.6,7.5,6.5,7.5,7.5,10,M,R,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-738,12.0,2,7.458336000000001,Ametista,7.50002,9,6.875,6,8.541666666666668,8.333336666666668,5,M,N,2,0,0,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-739,13.0,4,8.703753666666667,Topázio,10.000020000000001,7.3,10,8.333333333333334,8.4375,8.666675,10,F,B,3,1,1,4,Negativo,Positivo,Positivo,-1,1,1
ALUNO-740,10.0,0,7.940418,Ametista,8.000020000000001,9.4,8.125,10,7.8125,5.83333,5,F,P,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-743,8.0,0,7.993333000000001,Ametista,9.000020000000001,9.8,5,10,2.5,6.916655,10,M,P,0,1,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-744,17.0,1,5.075208833333333,Quartzo,5.41667,4.6,5,2.6666666666666665,6.71875,7.0416675,5,F,R,6,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-745,15.0,1,5.955279,Quartzo,8.75001,5.7,7.5,2,8.125,7.38889,5,M,B,4,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-746,10.0,2,8.890836,Topázio,9.000020000000001,9.1,7.5,9,8.541666666666666,8.833336666666666,10,F,R,2,1,1,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-747,13.0,1,8.154376000000001,Ametista,7.91667,9.1,5.625,8,7.96875,7.91667,10,M,P,3,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-749,14.0,2,6.502500333333334,Ágata,9.58335,3.7,7.5,5.333333333333333,8.541666666666666,5.666659999999999,10,F,R,4,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-750,16.0,0,5.549445666666667,Quartzo,9.58335,6.4,6.875,0,8.125,6.555553333333332,5,F,P,4,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-753,12.0,1,6.485277,Ágata,7.91667,6.6,7.5,2.3333333333333335,8.125,6.722216666666666,10,M,R,3,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-755,13.0,3,7.735417,Ametista,7.91667,7.5,5,8,8.4375,7.5,10,F,R,3,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-756,14.0,1,7.4341680000000006,Ametista,9.000020000000001,8.9,7.5,9,4.375,6.33333,5,M,R,2,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-757,13.0,3,6.240207333333333,Ágata,5.41666,4.3,7.5,4.666666666666667,7.96875,6.791665,10,F,B,3,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-758,11.0,0,7.436114000000001,Ametista,9.000020000000001,7.5,7.5,4.25,7.916666666666666,8.222226666666666,10,M,B,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-760,7.0,0,8.641250000000001,Topázio,9.000020000000001,9.8,7.5,10,7.8125,6.24999,10,M,B,0,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-766,15.0,0,6.824446333333334,Ágata,8.75001,7.4,7.5,3.6666666666666665,8.749999999999998,8.055560000000002,5,M,R,4,0,0,2,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-767,13.0,2,7.096875,Ágata,9.16668,5,7.5,7,7.96875,6.16666,10,M,B,3,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-768,14.0,3,7.7272240000000005,Ametista,7.9166799999999995,9.9,4.375,7.666666666666667,7.291666666666667,8.77778,5,M,P,3,1,1,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-773,12.0,4,7.854724666666667,Ametista,9.000020000000001,5.6,7.5,9.5,8.958333333333334,8.944446666666664,5,F,B,2,0,1,3,Negativo,Positivo,Negativo,-1,1,-1
ALUNO-776,14.0,0,5.591389333333334,Quartzo,9.16668,5.2,7.5,1.6666666666666667,7.291666666666667,6.611106666666666,5,M,P,3,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-777,13.0,1,7.012085000000001,Ágata,8.000020000000001,7.8,5,7.25,7.1875,7.416665,5,M,R,1,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-779,16.0,3,6.48,Ágata,8.75001,3.9,7.5,4,7.5,7.624995,10,M,R,6,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-780,12.0,0,8.103542166666667,Ametista,9.16668,8.2,7.5,8.333333333333334,7.96875,6.6666625,10,M,B,3,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-782,14.0,3,8.435835666666668,Ametista,8.75001,8.7,9.375,5.666666666666667,9.166666666666666,9.166673333333334,10,F,B,5,1,1,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-783,11.0,0,6.995835000000001,Ágata,8.500020000000001,8,7.5,4.5,8.125,7.916665,5,F,R,1,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-785,11.0,1,8.812502,Topázio,10.000020000000001,9.5,7.5,9,8.125,7.75,10,F,R,2,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-786,16.0,2,5.065416,Quartzo,7.5,1.9,7.5,3,7.1875,6.83333,5,F,R,5,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-789,15.0,2,4.682222333333334,Quartzo,9.58335,2.8,7.5,0,7.916666666666668,5.611103333333333,5,F,B,4,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-790,13.0,1,9.198059333333333,Topázio,10.000020000000001,8.9,7.5,8.666666666666666,9.791666666666666,9.777786666666666,10,M,B,3,0,1,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-792,11.0,3,7.783335,Ametista,9.000020000000001,8.5,4.375,10,8.125,7.166665,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-793,9.0,0,8.118749000000001,Ametista,6.83334,10,7.5,10,7.1875,7.333325,5,M,B,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-794,11.0,3,8.281114,Ametista,9.000020000000001,9.6,6.25,6.5,7.916666666666668,8.722226666666666,10,,,2,1,1,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-795,12.0,1,7.971252,Ametista,10.000020000000001,9.7,7.5,7,7.8125,8,5,F,B,2,0,0,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-796,13.0,2,8.615210166666667,Topázio,9.16668,9.8,7.5,8.333333333333334,7.96875,7.6250025,10,F,R,3,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-797,12.0,1,6.857223333333333,Ágata,9.500020000000001,6.8,4.375,6.5,6.875,8.111106666666666,5,F,R,1,0,0,2,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-803,7.0,0,6.979172000000001,Ágata,9.000020000000001,10,5.625,7,2.5,4.333349999999999,10,M,B,0,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-807,8.0,1,8.091669,Ametista,8.500020000000001,10,6.25,9,2.5,7.833335,10,M,R,0,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-811,11.0,2,8.196669,Ametista,8.000020000000001,7.4,7.5,9,7.5,8.083335,10,M,R,2,1,0,3,Negativo,Positivo,Positivo,-1,1,1
ALUNO-813,9.0,2,8.388752,Ametista,8.000020000000001,7.6,7.5,10,7.1875,8,10,M,B,1,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-814,11.0,1,6.864723333333334,Ágata,7.91668,9.4,5.625,3.75,7.916666666666668,7.944443333333333,5,M,R,1,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-817,10.0,1,8.341669000000001,Ametista,10.000020000000001,9.5,7.5,7,6.25,8.333335,10,F,R,2,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-820,14.0,3,8.332223666666668,Ametista,7.08333,8.3,5,9,8.749999999999998,8.944453333333334,10,F,R,4,1,1,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-821,12.0,1,7.1236120000000005,Ágata,8.500020000000001,6.5,5,9,7.291666666666668,7.222216666666665,5,F,B,1,0,0,2,Negativo,Positivo,Negativo,-1,1,-1
ALUNO-823,10.0,2,8.450835333333334,Ametista,9.000020000000001,9.4,8.125,9.5,7.916666666666668,8.333333333333334,5,M,R,1,1,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-824,10.0,1,7.751390666666667,Ametista,9.500020000000001,8,6.25,9.5,6.875,7.444443333333333,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-825,13.0,2,5.730206833333334,Quartzo,7.5,4.5,3.75,4.666666666666667,6.71875,5.4999925,10,M,B,3,1,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-826,11.0,0,6.381112000000001,Ágata,8.000020000000001,6.1,7.5,3.5,6.666666666666667,6.222216666666667,10,M,R,2,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-828,15.0,4,7.503891,Ametista,7.91667,8.2,5.625,7,8.541666666666666,8.777786666666666,5,M,R,4,1,1,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-829,12.0,3,6.508056333333332,Ágata,9.58335,8.2,7.5,0,7.708333333333334,6.944439999999998,10,M,R,3,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-830,13.0,3,9.098615,Topázio,9.58335,10,10,7,8.958333333333332,9.222233333333334,10,F,R,4,1,1,4,Positivo,Negativo,Positivo,1,-1,1
ALUNO-831,11.0,1,7.889583000000001,Ametista,9.000020000000001,10,7.5,8.5,6.5625,6.916655,5,M,B,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-835,11.0,4,5.032083,Quartzo,0,7.9,3.125,0,6.5625,7.416665,10,M,B,2,0,0,1,Positivo,Negativo,Positivo,1,-1,1
ALUNO-837,16.0,1,4.045624,Quartzo,0,3.4,5,0,6.40625,6.124995,10,M,B,6,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-838,15.0,4,7.9133346666666675,Ametista,8.33334,8.4,5,7.333333333333333,8.333333333333334,8.000003333333334,10,M,B,5,1,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-840,8.0,1,7.487501000000001,Ametista,9.000020000000001,10,4.375,10,2.5,4.499995,10,F,R,0,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-842,14.0,4,4.603611,Quartzo,9.58335,3.9,4.375,0,5.833333333333333,4.2222133333333325,10,F,B,4,0,0,1,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-846,17.0,1,6.988332833333334,Ágata,7.08333,6.4,5.625,6.166666666666667,6.875,7.5833325,10,F,R,7,0,0,2,Negativo,Negativo,Positivo,-1,-1,1
ALUNO-848,12.0,1,7.432918,Ametista,9.500020000000001,8.3,6.875,7,7.1875,7.58333,5,F,R,2,0,0,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-849,10.0,0,7.8575013333333334,Ametista,7.9166799999999995,8.6,7.5,9,7.291666666666667,7.833333333333333,5,M,P,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-850,12.0,4,8.186876333333334,Ametista,9.16668,9.7,7.5,6.666666666666667,7.96875,7.25,10,F,R,3,1,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-851,9.0,1,7.6499999999999995,Ametista,9.500020000000001,10,7.5,9,2.5,6.99999,5,M,P,0,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-855,13.0,0,7.356112666666667,Ametista,9.000020000000001,7.6,7.5,8,7.083333333333334,6.888886666666665,5,M,B,2,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-858,10.0,1,8.590003000000001,Topázio,9.000020000000001,9.7,6.875,9.5,8.125,9.250005,5,F,B,1,0,1,4,Positivo,Positivo,Negativo,1,1,-1
ALUNO-860,14.0,2,8.448612666666666,Ametista,8.33334,10,7.5,8.666666666666666,8.541666666666666,8.888893333333332,5,M,B,3,0,1,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-861,14.0,0,8.080835,Ametista,9.583350000000001,8.8,7.5,8.666666666666666,8.125,7.833333333333334,5,M,B,3,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-862,10.0,1,8.345835333333333,Ametista,9.500020000000001,9.5,6.875,10,7.083333333333334,8,5,F,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-866,8.0,1,8.558752,Topázio,9.000020000000001,9.7,7.5,9,7.1875,7.25,10,F,P,1,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-872,12.0,3,6.996391333333334,Ágata,9.000020000000001,8.1,4.375,6,7.5,7.944446666666667,5,M,R,2,1,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-873,11.0,0,7.506112,Ametista,9.000020000000001,8.6,7.5,7.5,6.25,7.555549999999999,5,F,P,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-874,14.0,4,7.706946333333334,Ametista,8.75001,8,5,6.333333333333333,8.541666666666666,8.05556,10,F,B,4,1,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-877,12.0,1,7.543335000000001,Ametista,8.000020000000001,8.3,7.5,7.5,7.5,7.916665,5,F,B,2,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-880,14.0,1,4.8113893333333335,Quartzo,7.4166799999999995,5.8,5,0.5,6.875,5.611106666666666,5,F,R,2,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-886,7.0,0,8.71667,Topázio,10.000020000000001,10,7.5,8.5,7.5,7.58334,10,M,B,0,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-888,8.0,0,6.593890666666667,Ágata,8.500020000000001,7.9,7.5,0,7.916666666666668,8.11111,10,F,R,1,0,0,2,Positivo,Negativo,Positivo,1,-1,1
ALUNO-889,12.0,1,7.633752,Ametista,9.000020000000001,8.7,7.5,7,8.4375,7.5,5,F,B,2,0,0,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-890,12.0,2,6.867500666666667,Ágata,9.000020000000001,7.9,6.875,5.5,6.666666666666667,7.1666599999999985,5,M,R,2,0,0,2,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-892,11.0,1,7.698057333333334,Ametista,9.500020000000001,9.4,7.5,6.5,7.291666666666667,7.944443333333333,5,M,R,1,0,0,3,Positivo,Negativo,Negativo,1,-1,-1
ALUNO-894,14.0,2,8.799447333333335,Topázio,10.000020000000001,9.4,8.125,8,8.958333333333334,8.05556,10,F,R,5,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-898,13.0,3,7.105001,Ágata,6.9166799999999995,7.9,4.375,7.5,8.125,7.916665,5,F,B,2,0,0,2,Positivo,Positivo,Negativo,1,1,-1
ALUNO-899,10.0,1,7.812502,Ametista,8.000020000000001,9.5,7.5,7.5,8.125,7.75,5,M,R,1,0,0,3,Positivo,Positivo,Negativo,1,1,-1
ALUNO-902,8.0,1,7.7166690000000004,Ametista,9.000020000000001,10,7.5,8,2.5,6.083335,10,M,B,0,0,0,3,Positivo,Positivo,Positivo,1,1,1
ALUNO-903,8.0,0,8.885835,Topázio,9.000020000000001,9.2,7.5,10,8.125,7.916665,10,M,R,1,0,0,4,Positivo,Positivo,Positivo,1,1,1
ALUNO-904,13.0,0,7.9385425000000005,Ametista,9.58335,8.5,7.5,7,7.96875,6.6666625,10,F,B,3,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-906,16.0,3,8.927781333333334,Topázio,10.000020000000001,10,10,7.666666666666667,9.166666666666666,9.888896666666668,5,F,R,4,1,1,4,Positivo,Positivo,Negativo,1,1,-1
ALUNO-907,9.0,0,8.118335333333334,Ametista,9.500020000000001,8.8,7.5,7,7.916666666666668,7.333333333333333,10,F,B,1,0,0,3,Positivo,Negativo,Positivo,1,-1,1
ALUNO-908,13.0,1,7.156668,Ágata,7.41668,7.7,6.875,7.5,6.875,7.5,5,M,R,2,0,0,2,Positivo,Positivo,Negativo,1,1,-1
ALUNO-909,12.0,1,6.241251999999999,Ágata,9.500020000000001,6.3,7.5,2,7.8125,8,5,M,R,2,0,0,2,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-910,16.0,4,4.328750666666667,Quartzo,9.58335,0.8,3.125,1.3333333333333333,7.8125,6.749995,5,F,R,5,0,0,1,Negativo,Negativo,Negativo,-1,-1,-1
ALUNO-911,15.0,1,6.5970838333333335,Ágata,5.83334,8.1,3.75,7.666666666666667,7.1875,6.3333325,5,F,B,3,0,0,2,Positivo,Positivo,Negativo,1,1,-1
